pair,variant,trades,wins,losses,win_rate,total_pnl,total_pnl_pct,profit_factor,avg_win,avg_loss,max_drawdown_pct
AUD/JPY,V0_b2_c5,527,113,414,0.2144,-228.62,-2.29,0.81,8.84,2.97,3.15
AUD/JPY,V1_b0_c0,163,75,88,0.4601,-219.93,-2.20,0.76,9.37,10.48,3.34
AUD/JPY,V1_b0_c1,127,58,69,0.4567,-183.84,-1.84,0.74,9.19,10.39,2.51
AUD/JPY,V1_b0_c2,135,62,73,0.4593,-157.98,-1.58,0.78,9.26,10.03,2.53
AUD/JPY,V1_b0_c3,144,67,77,0.4653,-127.90,-1.28,0.83,9.38,9.82,2.39
AUD/JPY,V1_b0_c4,151,71,80,0.4702,-123.39,-1.23,0.84,9.44,9.92,2.40
AUD/JPY,V1_b0_c5,151,71,80,0.4702,-123.39,-1.23,0.84,9.44,9.92,2.40
AUD/JPY,V1_b0.5_c0,159,74,85,0.4654,-209.20,-2.09,0.77,9.37,10.62,3.17
AUD/JPY,V1_b0.5_c1,124,57,67,0.4597,-175.96,-1.76,0.75,9.19,10.45,2.33
AUD/JPY,V1_b0.5_c2,131,61,70,0.4656,-147.19,-1.47,0.79,9.26,10.17,2.36
AUD/JPY,V1_b0.5_c3,140,66,74,0.4714,-117.08,-1.17,0.84,9.39,9.95,2.21
AUD/JPY,V1_b0.5_c4,147,70,77,0.4762,-112.56,-1.13,0.85,9.45,10.05,2.23
AUD/JPY,V1_b0.5_c5,147,70,77,0.4762,-112.56,-1.13,0.85,9.45,10.05,2.23
AUD/JPY,V1_b1_c0,145,71,74,0.4897,-120.80,-1.21,0.84,9.26,10.52,2.36
AUD/JPY,V1_b1_c1,116,56,60,0.4828,-116.91,-1.17,0.81,8.98,10.33,1.89
AUD/JPY,V1_b1_c2,121,59,62,0.4876,-99.19,-0.99,0.84,9.01,10.18,1.90
AUD/JPY,V1_b1_c3,128,64,64,0.5000,-58.35,-0.58,0.91,9.16,10.07,1.69
AUD/JPY,V1_b1_c4,135,68,67,0.5037,-53.80,-0.54,0.92,9.24,10.18,1.81
AUD/JPY,V1_b1_c5,135,68,67,0.5037,-53.80,-0.54,0.92,9.24,10.18,1.81
AUD/JPY,V1_b2_c0,135,64,71,0.4741,-181.86,-1.82,0.76,8.80,10.49,2.52
AUD/JPY,V1_b2_c1,110,52,58,0.4727,-138.97,-1.39,0.77,8.72,10.22,1.94
AUD/JPY,V1_b2_c2,114,55,59,0.4825,-116.10,-1.16,0.81,8.77,10.14,1.87
AUD/JPY,V1_b2_c3,120,59,61,0.4917,-95.09,-0.95,0.84,8.77,10.04,1.66
AUD/JPY,V1_b2_c4,125,61,64,0.4880,-115.28,-1.15,0.82,8.74,10.14,1.86
AUD/JPY,V1_b2_c5,125,61,64,0.4880,-115.28,-1.15,0.82,8.74,10.14,1.86
AUD/JPY,V2_b0_c0,49,26,23,0.5306,-41.54,-0.42,0.85,8.71,11.66,1.13
AUD/JPY,V2_b0_c1,24,14,10,0.5833,20.45,0.20,1.19,9.14,10.76,0.48
AUD/JPY,V2_b0_c2,34,15,19,0.4412,-56.87,-0.57,0.69,8.61,9.79,1.09
AUD/JPY,V2_b0_c3,37,18,19,0.4865,-36.02,-0.36,0.81,8.35,9.81,1.05
AUD/JPY,V2_b0_c4,43,23,20,0.5349,-0.41,-0.00,1.00,8.62,9.93,0.90
AUD/JPY,V2_b0_c5,44,24,20,0.5455,7.79,0.08,1.04,8.61,9.94,0.82
AUD/JPY,V2_b0.5_c0,40,22,18,0.5500,-38.40,-0.38,0.83,8.74,12.82,1.00
AUD/JPY,V2_b0.5_c1,18,12,6,0.6667,35.80,0.36,1.48,9.21,12.45,0.43
AUD/JPY,V2_b0.5_c2,26,13,13,0.5000,-21.41,-0.21,0.84,8.60,10.24,0.75
AUD/JPY,V2_b0.5_c3,29,15,14,0.5172,-27.58,-0.28,0.82,8.10,10.65,0.86
AUD/JPY,V2_b0.5_c4,34,19,15,0.5588,2.73,0.03,1.02,8.63,10.75,0.77
AUD/JPY,V2_b0.5_c5,35,20,15,0.5714,10.94,0.11,1.07,8.61,10.76,0.69
AUD/JPY,V2_b1_c0,33,16,17,0.4848,-99.25,-0.99,0.55,7.67,13.06,1.29
AUD/JPY,V2_b1_c1,14,8,6,0.5714,-19.08,-0.19,0.74,6.90,12.39,0.43
AUD/JPY,V2_b1_c2,20,8,12,0.4000,-69.79,-0.70,0.44,6.89,10.41,0.75
AUD/JPY,V2_b1_c3,23,10,13,0.4348,-75.93,-0.76,0.46,6.48,10.83,0.86
AUD/JPY,V2_b1_c4,28,14,14,0.5000,-45.76,-0.46,0.70,7.65,10.92,0.77
AUD/JPY,V2_b1_c5,29,15,14,0.5172,-37.60,-0.38,0.75,7.69,10.93,0.69
AUD/JPY,V2_b2_c0,22,10,12,0.4545,-95.42,-0.95,0.46,8.09,14.70,1.21
AUD/JPY,V2_b2_c1,10,7,3,0.7000,-0.92,-0.01,0.98,7.39,17.56,0.36
AUD/JPY,V2_b2_c2,14,7,7,0.5000,-30.31,-0.30,0.63,7.39,11.72,0.56
AUD/JPY,V2_b2_c3,15,7,8,0.4667,-46.13,-0.46,0.53,7.39,12.23,0.62
AUD/JPY,V2_b2_c4,19,10,9,0.5263,-28.65,-0.29,0.74,8.12,12.20,0.68
AUD/JPY,V2_b2_c5,19,10,9,0.5263,-28.65,-0.29,0.74,8.12,12.20,0.68
