pair,variant,trades,wins,losses,win_rate,total_pnl,total_pnl_pct,profit_factor,avg_win,avg_loss,max_drawdown_pct
EUR/GBP,V0_b2_c3,163,28,135,0.1718,-109.66,-1.10,0.53,4.50,1.74,1.29
EUR/GBP,V0_b2_c4,177,28,149,0.1582,-124.13,-1.24,0.50,4.41,1.66,1.43
EUR/GBP,V0_b2_c5,189,29,160,0.1534,-123.79,-1.24,0.51,4.36,1.56,1.43
EUR/GBP,V1_b0_c0,57,18,39,0.3158,-35.26,-0.35,0.72,5.06,3.24,0.57
EUR/GBP,V1_b0_c1,45,14,31,0.3111,-35.98,-0.36,0.66,4.91,3.38,0.55
EUR/GBP,V1_b0_c2,49,15,34,0.3061,-33.67,-0.34,0.70,5.29,3.32,0.53
EUR/GBP,V1_b0_c3,52,17,35,0.3269,-27.18,-0.27,0.76,5.17,3.29,0.49
EUR/GBP,V1_b0_c4,55,17,38,0.3091,-35.62,-0.36,0.71,5.17,3.25,0.58
EUR/GBP,V1_b0_c5,56,18,38,0.3214,-32.52,-0.33,0.74,5.06,3.25,0.55
EUR/GBP,V1_b0.5_c0,52,16,36,0.3077,-37.93,-0.38,0.68,5.12,3.33,0.57
EUR/GBP,V1_b0.5_c1,43,13,30,0.3023,-40.90,-0.41,0.60,4.81,3.45,0.60
EUR/GBP,V1_b0.5_c2,46,14,32,0.3043,-36.21,-0.36,0.67,5.22,3.42,0.56
EUR/GBP,V1_b0.5_c3,48,15,33,0.3125,-32.59,-0.33,0.71,5.25,3.37,0.52
EUR/GBP,V1_b0.5_c4,51,15,36,0.2941,-41.02,-0.41,0.66,5.25,3.33,0.60
EUR/GBP,V1_b0.5_c5,52,16,36,0.3077,-37.93,-0.38,0.68,5.12,3.33,0.57
EUR/GBP,V1_b1_c0,44,16,28,0.3636,-21.29,-0.21,0.79,5.12,3.69,0.42
EUR/GBP,V1_b1_c1,38,13,25,0.3421,-31.16,-0.31,0.67,4.81,3.75,0.52
EUR/GBP,V1_b1_c2,40,14,26,0.3500,-25.10,-0.25,0.74,5.22,3.78,0.46
EUR/GBP,V1_b1_c3,41,15,26,0.3659,-19.42,-0.19,0.80,5.26,3.78,0.40
EUR/GBP,V1_b1_c4,43,15,28,0.3488,-24.39,-0.24,0.76,5.26,3.69,0.45
EUR/GBP,V1_b1_c5,44,16,28,0.3636,-21.29,-0.21,0.79,5.12,3.69,0.42
EUR/GBP,V1_b2_c0,37,14,23,0.3784,-16.18,-0.16,0.81,4.84,3.65,0.32
EUR/GBP,V1_b2_c1,31,11,20,0.3548,-26.05,-0.26,0.65,4.39,3.72,0.42
EUR/GBP,V1_b2_c2,33,12,21,0.3636,-19.99,-0.20,0.75,4.91,3.76,0.36
EUR/GBP,V1_b2_c3,34,13,21,0.3824,-14.30,-0.14,0.82,4.97,3.76,0.30
EUR/GBP,V1_b2_c4,36,13,23,0.3611,-19.28,-0.19,0.77,4.97,3.65,0.35
EUR/GBP,V1_b2_c5,37,14,23,0.3784,-16.18,-0.16,0.81,4.84,3.65,0.32
EUR/GBP,V2_b0_c0,21,4,17,0.1905,-40.98,-0.41,0.35,5.58,3.72,0.47
EUR/GBP,V2_b0_c1,12,2,10,0.1667,-28.52,-0.29,0.31,6.41,4.13,0.29
EUR/GBP,V2_b0_c2,14,2,12,0.1429,-34.09,-0.34,0.27,6.41,3.91,0.34
EUR/GBP,V2_b0_c3,17,3,14,0.1765,-36.86,-0.37,0.31,5.43,3.80,0.40
EUR/GBP,V2_b0_c4,18,4,14,0.2222,-30.82,-0.31,0.42,5.58,3.80,0.37
EUR/GBP,V2_b0_c5,20,4,16,0.2000,-37.39,-0.37,0.37,5.58,3.73,0.43
EUR/GBP,V2_b0.5_c0,17,4,13,0.2353,-27.57,-0.28,0.45,5.58,3.84,0.33
EUR/GBP,V2_b0.5_c1,9,2,7,0.2222,-15.71,-0.16,0.45,6.41,4.08,0.20
EUR/GBP,V2_b0.5_c2,10,2,8,0.2000,-20.49,-0.20,0.38,6.41,4.16,0.22
EUR/GBP,V2_b0.5_c3,13,3,10,0.2308,-23.27,-0.23,0.41,5.44,3.96,0.29
EUR/GBP,V2_b0.5_c4,14,4,10,0.2857,-17.22,-0.17,0.56,5.59,3.96,0.25
EUR/GBP,V2_b0.5_c5,15,4,11,0.2667,-19.98,-0.20,0.53,5.59,3.85,0.26
EUR/GBP,V2_b1_c0,9,4,5,0.4444,2.49,0.02,1.12,5.59,3.98,0.07
EUR/GBP,V2_b1_c1,6,2,4,0.3333,-4.30,-0.04,0.75,6.41,4.28,0.11
EUR/GBP,V2_b1_c2,6,2,4,0.3333,-4.30,-0.04,0.75,6.41,4.28,0.11
EUR/GBP,V2_b1_c3,7,3,4,0.4286,-0.81,-0.01,0.95,5.44,4.28,0.11
EUR/GBP,V2_b1_c4,8,4,4,0.5000,5.25,0.05,1.31,5.60,4.28,0.07
EUR/GBP,V2_b1_c5,9,4,5,0.4444,2.49,0.02,1.12,5.59,3.98,0.07
EUR/GBP,V2_b2_c0,5,2,3,0.4000,-0.67,-0.01,0.95,6.41,4.50,0.07
EUR/GBP,V2_b2_c1,5,2,3,0.4000,-0.67,-0.01,0.95,6.41,4.50,0.07
EUR/GBP,V2_b2_c2,5,2,3,0.4000,-0.67,-0.01,0.95,6.41,4.50,0.07
EUR/GBP,V2_b2_c3,5,2,3,0.4000,-0.67,-0.01,0.95,6.41,4.50,0.07
EUR/GBP,V2_b2_c4,5,2,3,0.4000,-0.67,-0.01,0.95,6.41,4.50,0.07
EUR/GBP,V2_b2_c5,5,2,3,0.4000,-0.67,-0.01,0.95,6.41,4.50,0.07
GBP/CHF,V0_b0_c0,306,37,269,0.1209,-41.43,-0.41,0.85,6.41,1.04,0.62
GBP/CHF,V0_b0_c1,100,26,74,0.2600,-79.96,-0.80,0.64,5.49,3.01,0.89
GBP/CHF,V0_b0_c2,125,31,94,0.2480,-60.19,-0.60,0.75,5.98,2.61,0.80
GBP/CHF,V0_b0_c3,146,32,114,0.2192,-69.97,-0.70,0.73,6.03,2.31,0.79
GBP/CHF,V0_b0_c4,160,34,126,0.2125,-71.63,-0.72,0.74,6.08,2.21,0.83
GBP/CHF,V0_b0_c5,171,36,135,0.2105,-50.16,-0.50,0.82,6.34,2.06,0.62
GBP/CHF,V0_b0.5_c0,306,37,269,0.1209,-41.43,-0.41,0.85,6.41,1.04,0.62
GBP/CHF,V0_b0.5_c1,100,26,74,0.2600,-79.96,-0.80,0.64,5.49,3.01,0.89
GBP/CHF,V0_b0.5_c2,125,31,94,0.2480,-60.19,-0.60,0.75,5.98,2.61,0.80
GBP/CHF,V0_b0.5_c3,146,32,114,0.2192,-69.97,-0.70,0.73,6.03,2.31,0.79
GBP/CHF,V0_b0.5_c4,160,34,126,0.2125,-71.63,-0.72,0.74,6.08,2.21,0.83
GBP/CHF,V0_b0.5_c5,171,36,135,0.2105,-50.16,-0.50,0.82,6.34,2.06,0.62
GBP/CHF,V0_b1_c0,306,37,269,0.1209,-41.43,-0.41,0.85,6.41,1.04,0.62
GBP/CHF,V0_b1_c1,100,26,74,0.2600,-79.96,-0.80,0.64,5.49,3.01,0.89
GBP/CHF,V0_b1_c2,125,31,94,0.2480,-60.19,-0.60,0.75,5.98,2.61,0.80
GBP/CHF,V0_b1_c3,146,32,114,0.2192,-69.97,-0.70,0.73,6.03,2.31,0.79
GBP/CHF,V0_b1_c4,160,34,126,0.2125,-71.63,-0.72,0.74,6.08,2.21,0.83
GBP/CHF,V0_b1_c5,171,36,135,0.2105,-50.16,-0.50,0.82,6.34,2.06,0.62
GBP/CHF,V0_b2_c0,306,37,269,0.1209,-41.43,-0.41,0.85,6.41,1.04,0.62
GBP/CHF,V0_b2_c1,100,26,74,0.2600,-79.96,-0.80,0.64,5.49,3.01,0.89
GBP/CHF,V0_b2_c2,125,31,94,0.2480,-60.19,-0.60,0.75,5.98,2.61,0.80
GBP/CHF,V0_b2_c3,146,32,114,0.2192,-69.97,-0.70,0.73,6.03,2.31,0.79
GBP/CHF,V0_b2_c4,160,34,126,0.2125,-71.63,-0.72,0.74,6.08,2.21,0.83
GBP/CHF,V0_b2_c5,171,36,135,0.2105,-50.16,-0.50,0.82,6.34,2.06,0.62
GBP/CHF,V1_b0_c0,50,19,31,0.3800,-64.54,-0.65,0.64,6.08,5.81,0.78
GBP/CHF,V1_b0_c1,45,17,28,0.3778,-64.73,-0.65,0.61,5.87,5.88,0.78
GBP/CHF,V1_b0_c2,47,18,29,0.3830,-67.66,-0.68,0.62,6.09,6.12,0.81
GBP/CHF,V1_b0_c3,48,18,30,0.3750,-70.15,-0.70,0.61,6.09,6.00,0.84
GBP/CHF,V1_b0_c4,50,19,31,0.3800,-64.54,-0.65,0.64,6.08,5.81,0.78
GBP/CHF,V1_b0_c5,50,19,31,0.3800,-64.54,-0.65,0.64,6.08,5.81,0.78
GBP/CHF,V1_b0.5_c0,48,19,29,0.3958,-57.81,-0.58,0.67,6.08,5.98,0.72
GBP/CHF,V1_b0.5_c1,43,17,26,0.3953,-58.01,-0.58,0.63,5.88,6.07,0.72
GBP/CHF,V1_b0.5_c2,45,18,27,0.4000,-60.94,-0.61,0.64,6.10,6.32,0.75
GBP/CHF,V1_b0.5_c3,46,18,28,0.3913,-63.44,-0.63,0.63,6.10,6.19,0.77
GBP/CHF,V1_b0.5_c4,48,19,29,0.3958,-57.81,-0.58,0.67,6.08,5.98,0.72
GBP/CHF,V1_b0.5_c5,48,19,29,0.3958,-57.81,-0.58,0.67,6.08,5.98,0.72
GBP/CHF,V1_b1_c0,45,17,28,0.3778,-63.65,-0.64,0.60,5.70,5.73,0.77
GBP/CHF,V1_b1_c1,41,15,26,0.3659,-76.55,-0.77,0.51,5.41,6.07,0.90
GBP/CHF,V1_b1_c2,42,16,26,0.3810,-66.77,-0.67,0.58,5.69,6.07,0.81
GBP/CHF,V1_b1_c3,43,16,27,0.3721,-69.26,-0.69,0.57,5.69,5.94,0.83
GBP/CHF,V1_b1_c4,45,17,28,0.3778,-63.65,-0.64,0.60,5.70,5.73,0.77
GBP/CHF,V1_b1_c5,45,17,28,0.3778,-63.65,-0.64,0.60,5.70,5.73,0.77
GBP/CHF,V1_b2_c0,45,17,28,0.3778,-63.65,-0.64,0.60,5.70,5.73,0.77
GBP/CHF,V1_b2_c1,41,15,26,0.3659,-76.55,-0.77,0.51,5.41,6.07,0.90
GBP/CHF,V1_b2_c2,42,16,26,0.3810,-66.77,-0.67,0.58,5.69,6.07,0.81
GBP/CHF,V1_b2_c3,43,16,27,0.3721,-69.26,-0.69,0.57,5.69,5.94,0.83
GBP/CHF,V1_b2_c4,45,17,28,0.3778,-63.65,-0.64,0.60,5.70,5.73,0.77
GBP/CHF,V1_b2_c5,45,17,28,0.3778,-63.65,-0.64,0.60,5.70,5.73,0.77
GBP/CHF,V2_b0_c0,17,10,7,0.5882,10.59,0.11,1.22,5.88,6.89,0.30
GBP/CHF,V2_b0_c1,11,6,5,0.5455,-4.47,-0.04,0.88,5.39,7.37,0.23
GBP/CHF,V2_b0_c2,13,7,6,0.5385,-5.03,-0.05,0.88,5.25,6.97,0.23
GBP/CHF,V2_b0_c3,13,7,6,0.5385,-5.03,-0.05,0.88,5.25,6.97,0.23
GBP/CHF,V2_b0_c4,15,8,7,0.5333,-3.34,-0.03,0.93,5.60,6.88,0.30
GBP/CHF,V2_b0_c5,16,9,7,0.5625,8.80,0.09,1.18,6.33,6.88,0.30
GBP/CHF,V2_b0.5_c0,14,7,7,0.5000,-8.10,-0.08,0.83,5.72,6.88,0.30
GBP/CHF,V2_b0.5_c1,10,5,5,0.5000,-9.24,-0.09,0.75,5.52,7.37,0.23
GBP/CHF,V2_b0.5_c2,12,6,6,0.5000,-9.79,-0.10,0.77,5.33,6.96,0.23
GBP/CHF,V2_b0.5_c3,12,6,6,0.5000,-9.79,-0.10,0.77,5.33,6.96,0.23
GBP/CHF,V2_b0.5_c4,14,7,7,0.5000,-8.10,-0.08,0.83,5.72,6.88,0.30
GBP/CHF,V2_b0.5_c5,14,7,7,0.5000,-8.10,-0.08,0.83,5.72,6.88,0.30
GBP/CHF,V2_b1_c0,9,5,4,0.5556,4.99,0.05,1.26,4.77,4.71,0.13
GBP/CHF,V2_b1_c1,5,3,2,0.6000,3.85,0.04,1.51,3.79,3.76,0.08
GBP/CHF,V2_b1_c2,7,4,3,0.5714,3.30,0.03,1.26,3.95,4.16,0.12
GBP/CHF,V2_b1_c3,7,4,3,0.5714,3.30,0.03,1.26,3.95,4.16,0.12
GBP/CHF,V2_b1_c4,9,5,4,0.5556,4.99,0.05,1.26,4.77,4.71,0.13
GBP/CHF,V2_b1_c5,9,5,4,0.5556,4.99,0.05,1.26,4.77,4.71,0.13
GBP/CHF,V2_b2_c0,8,5,3,0.6250,9.97,0.10,1.72,4.77,4.63,0.08
GBP/CHF,V2_b2_c1,5,3,2,0.6000,3.85,0.04,1.51,3.79,3.76,0.08
GBP/CHF,V2_b2_c2,6,4,2,0.6667,8.27,0.08,2.10,3.95,3.76,0.08
GBP/CHF,V2_b2_c3,6,4,2,0.6667,8.27,0.08,2.10,3.95,3.76,0.08
GBP/CHF,V2_b2_c4,8,5,3,0.6250,9.97,0.10,1.72,4.77,4.63,0.08
GBP/CHF,V2_b2_c5,8,5,3,0.6250,9.97,0.10,1.72,4.77,4.63,0.08
AUD/CAD,V0_b0_c0,418,49,369,0.1172,-82.29,-0.82,0.81,7.30,1.19,1.50
AUD/CAD,V0_b0_c1,128,34,94,0.2656,-63.11,-0.63,0.81,7.84,3.51,1.48
AUD/CAD,V0_b0_c2,162,39,123,0.2407,-65.47,-0.65,0.82,7.75,2.99,1.47
AUD/CAD,V0_b0_c3,191,44,147,0.2304,-34.27,-0.34,0.91,7.72,2.54,1.33
AUD/CAD,V0_b0_c4,211,46,165,0.2180,-50.43,-0.50,0.87,7.59,2.42,1.29
AUD/CAD,V0_b0_c5,227,46,181,0.2026,-67.46,-0.67,0.84,7.59,2.30,1.39
AUD/CAD,V0_b0.5_c0,418,49,369,0.1172,-82.29,-0.82,0.81,7.30,1.19,1.50
AUD/CAD,V0_b0.5_c1,128,34,94,0.2656,-63.11,-0.63,0.81,7.84,3.51,1.48
AUD/CAD,V0_b0.5_c2,162,39,123,0.2407,-65.47,-0.65,0.82,7.75,2.99,1.47
AUD/CAD,V0_b0.5_c3,191,44,147,0.2304,-34.27,-0.34,0.91,7.72,2.54,1.33
AUD/CAD,V0_b0.5_c4,211,46,165,0.2180,-50.43,-0.50,0.87,7.59,2.42,1.29
AUD/CAD,V0_b0.5_c5,227,46,181,0.2026,-67.46,-0.67,0.84,7.59,2.30,1.39
AUD/CAD,V0_b1_c0,418,49,369,0.1172,-82.29,-0.82,0.81,7.30,1.19,1.50
AUD/CAD,V0_b1_c1,128,34,94,0.2656,-63.11,-0.63,0.81,7.84,3.51,1.48
AUD/CAD,V0_b1_c2,162,39,123,0.2407,-65.47,-0.65,0.82,7.75,2.99,1.47
AUD/CAD,V0_b1_c3,191,44,147,0.2304,-34.27,-0.34,0.91,7.72,2.54,1.33
AUD/CAD,V0_b1_c4,211,46,165,0.2180,-50.43,-0.50,0.87,7.59,2.42,1.29
AUD/CAD,V0_b1_c5,227,46,181,0.2026,-67.46,-0.67,0.84,7.59,2.30,1.39
AUD/CAD,V0_b2_c0,418,49,369,0.1172,-82.29,-0.82,0.81,7.30,1.19,1.50
AUD/CAD,V0_b2_c1,128,34,94,0.2656,-63.11,-0.63,0.81,7.84,3.51,1.48
AUD/CAD,V0_b2_c2,162,39,123,0.2407,-65.47,-0.65,0.82,7.75,2.99,1.47
AUD/CAD,V0_b2_c3,191,44,147,0.2304,-34.27,-0.34,0.91,7.72,2.54,1.33
AUD/CAD,V0_b2_c4,211,46,165,0.2180,-50.43,-0.50,0.87,7.59,2.42,1.29
AUD/CAD,V0_b2_c5,227,46,181,0.2026,-67.46,-0.67,0.84,7.59,2.30,1.39
AUD/CAD,V1_b0_c0,73,28,45,0.3836,-131.72,-1.32,0.62,7.53,7.61,1.77
AUD/CAD,V1_b0_c1,62,22,40,0.3548,-130.02,-1.30,0.56,7.53,7.39,1.75
AUD/CAD,V1_b0_c2,65,23,42,0.3538,-134.23,-1.34,0.57,7.79,7.46,1.79
AUD/CAD,V1_b0_c3,67,25,42,0.3731,-117.73,-1.18,0.62,7.83,7.46,1.63
AUD/CAD,V1_b0_c4,69,26,43,0.3768,-127.08,-1.27,0.61,7.69,7.60,1.72
AUD/CAD,V1_b0_c5,69,26,43,0.3768,-127.08,-1.27,0.61,7.69,7.60,1.72
AUD/CAD,V1_b0.5_c0,69,28,41,0.4058,-98.77,-0.99,0.68,7.55,7.57,1.44
AUD/CAD,V1_b0.5_c1,59,22,37,0.3729,-107.10,-1.07,0.61,7.55,7.38,1.52
AUD/CAD,V1_b0.5_c2,62,23,39,0.3710,-111.32,-1.11,0.62,7.80,7.46,1.56
AUD/CAD,V1_b0.5_c3,64,25,39,0.3906,-94.78,-0.95,0.67,7.85,7.46,1.40
AUD/CAD,V1_b0.5_c4,66,26,40,0.3939,-104.15,-1.04,0.66,7.70,7.61,1.49
AUD/CAD,V1_b0.5_c5,66,26,40,0.3939,-104.15,-1.04,0.66,7.70,7.61,1.49
AUD/CAD,V1_b1_c0,64,26,38,0.4062,-98.45,-0.98,0.65,7.12,7.46,1.49
AUD/CAD,V1_b1_c1,55,21,34,0.3818,-98.31,-0.98,0.60,7.05,7.25,1.49
AUD/CAD,V1_b1_c2,58,22,36,0.3793,-102.54,-1.03,0.61,7.35,7.34,1.53
AUD/CAD,V1_b1_c3,59,23,36,0.3898,-94.45,-0.94,0.64,7.38,7.34,1.45
AUD/CAD,V1_b1_c4,61,24,37,0.3934,-103.82,-1.04,0.63,7.25,7.51,1.55
AUD/CAD,V1_b1_c5,61,24,37,0.3934,-103.82,-1.04,0.63,7.25,7.51,1.55
AUD/CAD,V1_b2_c0,55,24,31,0.4364,-51.43,-0.51,0.78,7.43,7.41,0.97
AUD/CAD,V1_b2_c1,48,20,28,0.4167,-54.37,-0.54,0.72,7.14,7.04,1.00
AUD/CAD,V1_b2_c2,50,21,29,0.4200,-54.05,-0.54,0.74,7.44,7.25,1.00
AUD/CAD,V1_b2_c3,51,22,29,0.4314,-45.93,-0.46,0.78,7.48,7.26,0.91
AUD/CAD,V1_b2_c4,53,23,30,0.4340,-55.35,-0.55,0.75,7.33,7.47,1.01
AUD/CAD,V1_b2_c5,53,23,30,0.4340,-55.35,-0.55,0.75,7.33,7.47,1.01
AUD/CAD,V2_b0_c0,21,8,13,0.3810,-75.21,-0.75,0.48,8.67,11.12,1.04
AUD/CAD,V2_b0_c1,11,5,6,0.4545,-22.19,-0.22,0.66,8.74,10.98,0.45
AUD/CAD,V2_b0_c2,15,6,9,0.4000,-51.16,-0.51,0.49,8.32,11.23,0.80
AUD/CAD,V2_b0_c3,16,6,10,0.3750,-56.55,-0.57,0.47,8.32,10.65,0.80
AUD/CAD,V2_b0_c4,17,7,10,0.4118,-38.55,-0.39,0.64,9.71,10.65,0.80
AUD/CAD,V2_b0_c5,19,7,12,0.3684,-68.59,-0.69,0.50,9.69,11.37,0.95
AUD/CAD,V2_b0.5_c0,16,6,10,0.3750,-43.43,-0.43,0.59,10.27,10.50,0.72
AUD/CAD,V2_b0.5_c1,9,5,4,0.5556,-0.87,-0.01,0.98,8.75,11.15,0.45
AUD/CAD,V2_b0.5_c2,10,5,5,0.5000,-8.94,-0.09,0.83,8.74,10.53,0.45
AUD/CAD,V2_b0.5_c3,12,5,7,0.4167,-26.33,-0.26,0.62,8.73,10.00,0.54
AUD/CAD,V2_b0.5_c4,13,6,7,0.4615,-8.27,-0.08,0.88,10.29,10.00,0.54
AUD/CAD,V2_b0.5_c5,14,6,8,0.4286,-25.37,-0.25,0.71,10.28,10.88,0.54
AUD/CAD,V2_b1_c0,12,4,8,0.3333,-39.60,-0.40,0.55,12.10,11.00,0.55
AUD/CAD,V2_b1_c1,6,3,3,0.5000,-5.27,-0.05,0.85,10.14,11.90,0.36
AUD/CAD,V2_b1_c2,7,3,4,0.4286,-13.34,-0.13,0.70,10.14,10.94,0.36
AUD/CAD,V2_b1_c3,9,3,6,0.3333,-30.72,-0.31,0.50,10.13,10.19,0.45
AUD/CAD,V2_b1_c4,10,4,6,0.4000,-12.67,-0.13,0.79,12.11,10.19,0.45
AUD/CAD,V2_b1_c5,11,4,7,0.3636,-29.77,-0.30,0.62,12.11,11.17,0.45
AUD/CAD,V2_b2_c0,6,2,4,0.3333,-26.80,-0.27,0.42,9.75,11.57,0.27
AUD/CAD,V2_b2_c1,4,2,2,0.5000,-4.28,-0.04,0.82,9.75,11.89,0.24
AUD/CAD,V2_b2_c2,4,2,2,0.5000,-4.28,-0.04,0.82,9.75,11.89,0.24
AUD/CAD,V2_b2_c3,5,2,3,0.4000,-9.70,-0.10,0.67,9.75,9.73,0.24
AUD/CAD,V2_b2_c4,5,2,3,0.4000,-9.70,-0.10,0.67,9.75,9.73,0.24
AUD/CAD,V2_b2_c5,6,2,4,0.3333,-26.80,-0.27,0.42,9.75,11.57,0.27
GBP/USD,V0_b0_c0,530,56,474,0.1057,-4.16,-0.04,0.99,5.96,0.71,0.85
GBP/USD,V0_b0_c1,144,42,102,0.2917,48.34,0.48,1.22,6.32,2.13,0.46
GBP/USD,V0_b0_c2,180,46,134,0.2556,48.45,0.48,1.21,6.16,1.75,0.42
GBP/USD,V0_b0_c3,216,51,165,0.2361,24.26,0.24,1.09,5.84,1.66,0.47
GBP/USD,V0_b0_c4,236,54,182,0.2288,26.33,0.26,1.09,5.94,1.62,0.53
GBP/USD,V0_b0_c5,254,54,200,0.2126,1.30,0.01,1.00,5.89,1.58,0.72
GBP/USD,V0_b0.5_c0,530,56,474,0.1057,-4.16,-0.04,0.99,5.96,0.71,0.85
GBP/USD,V0_b0.5_c1,144,42,102,0.2917,48.34,0.48,1.22,6.32,2.13,0.46
GBP/USD,V0_b0.5_c2,180,46,134,0.2556,48.45,0.48,1.21,6.16,1.75,0.42
GBP/USD,V0_b0.5_c3,216,51,165,0.2361,24.26,0.24,1.09,5.84,1.66,0.47
GBP/USD,V0_b0.5_c4,236,54,182,0.2288,26.33,0.26,1.09,5.94,1.62,0.53
GBP/USD,V0_b0.5_c5,254,54,200,0.2126,1.30,0.01,1.00,5.89,1.58,0.72
GBP/USD,V0_b1_c0,530,56,474,0.1057,-4.16,-0.04,0.99,5.96,0.71,0.85
GBP/USD,V0_b1_c1,144,42,102,0.2917,48.34,0.48,1.22,6.32,2.13,0.46
GBP/USD,V0_b1_c2,180,46,134,0.2556,48.45,0.48,1.21,6.16,1.75,0.42
GBP/USD,V0_b1_c3,216,51,165,0.2361,24.26,0.24,1.09,5.84,1.66,0.47
GBP/USD,V0_b1_c4,236,54,182,0.2288,26.33,0.26,1.09,5.94,1.62,0.53
GBP/USD,V0_b1_c5,254,54,200,0.2126,1.30,0.01,1.00,5.89,1.58,0.72
GBP/USD,V0_b2_c0,530,56,474,0.1057,-4.16,-0.04,0.99,5.96,0.71,0.85
GBP/USD,V0_b2_c1,144,42,102,0.2917,48.34,0.48,1.22,6.32,2.13,0.46
GBP/USD,V0_b2_c2,180,46,134,0.2556,48.45,0.48,1.21,6.16,1.75,0.42
GBP/USD,V0_b2_c3,216,51,165,0.2361,24.26,0.24,1.09,5.84,1.66,0.47
GBP/USD,V0_b2_c4,236,54,182,0.2288,26.33,0.26,1.09,5.94,1.62,0.53
GBP/USD,V0_b2_c5,254,54,200,0.2126,1.30,0.01,1.00,5.89,1.58,0.72
GBP/USD,V1_b0_c0,69,34,35,0.4928,54.16,0.54,1.29,7.02,5.27,0.48
GBP/USD,V1_b0_c1,56,27,29,0.4821,55.39,0.55,1.40,7.12,4.72,0.32
GBP/USD,V1_b0_c2,60,30,30,0.5000,57.97,0.58,1.40,6.73,4.80,0.36
GBP/USD,V1_b0_c3,62,31,31,0.5000,54.87,0.55,1.36,6.67,4.90,0.44
GBP/USD,V1_b0_c4,64,32,32,0.5000,59.17,0.59,1.37,6.80,4.96,0.39
GBP/USD,V1_b0_c5,65,32,33,0.4923,50.39,0.50,1.30,6.80,5.07,0.39
GBP/USD,V1_b0.5_c0,66,33,33,0.5000,59.49,0.59,1.34,7.13,5.33,0.48
GBP/USD,V1_b0.5_c1,54,26,28,0.4815,51.95,0.52,1.38,7.26,4.89,0.36
GBP/USD,V1_b0.5_c2,58,29,29,0.5000,54.52,0.55,1.38,6.85,4.97,0.35
GBP/USD,V1_b0.5_c3,60,30,30,0.5000,51.42,0.51,1.34,6.78,5.06,0.43
GBP/USD,V1_b0.5_c4,62,31,31,0.5000,55.72,0.56,1.35,6.91,5.12,0.39
GBP/USD,V1_b0.5_c5,62,31,31,0.5000,55.72,0.56,1.35,6.91,5.12,0.39
GBP/USD,V1_b1_c0,64,32,32,0.5000,67.23,0.67,1.40,7.30,5.20,0.48
GBP/USD,V1_b1_c1,52,25,27,0.4808,59.68,0.60,1.47,7.48,4.71,0.30
GBP/USD,V1_b1_c2,56,28,28,0.5000,62.26,0.62,1.46,7.02,4.80,0.35
GBP/USD,V1_b1_c3,58,29,29,0.5000,59.15,0.59,1.42,6.95,4.91,0.43
GBP/USD,V1_b1_c4,60,30,30,0.5000,63.46,0.63,1.43,7.08,4.97,0.39
