pair,variant,trades,wins,losses,win_rate,total_pnl,total_pnl_pct,profit_factor,avg_win,avg_loss,max_drawdown_pct
GBP/USD,V1_b1_c5,60,30,30,0.5000,63.46,0.63,1.43,7.08,4.97,0.39
GBP/USD,V1_b2_c0,58,30,28,0.5172,100.45,1.00,1.85,7.31,4.25,0.22
GBP/USD,V1_b2_c1,48,24,24,0.5000,82.97,0.83,1.81,7.72,4.27,0.26
GBP/USD,V1_b2_c2,51,27,24,0.5294,92.78,0.93,1.91,7.23,4.27,0.21
GBP/USD,V1_b2_c3,52,28,24,0.5385,97.59,0.98,1.95,7.15,4.27,0.21
GBP/USD,V1_b2_c4,54,29,25,0.5370,101.91,1.02,1.93,7.28,4.37,0.21
GBP/USD,V1_b2_c5,55,29,26,0.5273,101.91,1.02,1.93,7.28,4.20,0.21
GBP/USD,V2_b0_c0,36,22,14,0.6111,11.47,0.11,1.12,4.72,6.60,0.28
GBP/USD,V2_b0_c1,16,10,6,0.6250,-0.51,-0.01,0.99,4.81,8.10,0.25
GBP/USD,V2_b0_c2,25,16,9,0.6400,30.50,0.30,1.54,5.43,6.26,0.15
GBP/USD,V2_b0_c3,29,18,11,0.6207,18.71,0.19,1.27,4.92,6.34,0.15
GBP/USD,V2_b0_c4,30,18,12,0.6000,17.17,0.17,1.24,4.92,5.94,0.15
GBP/USD,V2_b0_c5,33,19,14,0.5758,4.81,0.05,1.05,5.12,6.60,0.30
GBP/USD,V2_b0.5_c0,30,19,11,0.6333,16.18,0.16,1.20,5.06,7.26,0.28
GBP/USD,V2_b0.5_c1,14,9,5,0.6429,6.16,0.06,1.15,5.24,8.19,0.22
GBP/USD,V2_b0.5_c2,20,13,7,0.6500,32.93,0.33,1.71,6.08,6.58,0.15
GBP/USD,V2_b0.5_c3,23,15,8,0.6522,23.42,0.23,1.41,5.38,7.15,0.15
GBP/USD,V2_b0.5_c4,24,15,9,0.6250,21.87,0.22,1.37,5.37,6.53,0.15
GBP/USD,V2_b0.5_c5,27,16,11,0.5926,9.51,0.10,1.12,5.58,7.26,0.30
GBP/USD,V2_b1_c0,24,16,8,0.6667,33.21,0.33,1.74,4.88,5.62,0.15
GBP/USD,V2_b1_c1,10,7,3,0.7000,14.93,0.15,1.66,5.39,7.59,0.18
GBP/USD,V2_b1_c2,15,10,5,0.6667,33.26,0.33,2.20,6.11,5.56,0.18
GBP/USD,V2_b1_c3,18,12,6,0.6667,23.74,0.24,1.61,5.23,6.49,0.18
GBP/USD,V2_b1_c4,19,12,7,0.6316,22.20,0.22,1.55,5.22,5.78,0.18
GBP/USD,V2_b1_c5,21,13,8,0.6190,26.54,0.27,1.59,5.50,5.61,0.15
GBP/USD,V2_b2_c0,13,8,5,0.6154,21.92,0.22,1.70,6.66,6.27,0.15
GBP/USD,V2_b2_c1,5,3,2,0.6000,0.09,0.00,1.01,5.07,7.56,0.15
GBP/USD,V2_b2_c2,9,5,4,0.5556,18.86,0.19,1.94,7.81,5.04,0.15
GBP/USD,V2_b2_c3,11,6,5,0.5455,9.14,0.09,1.29,6.74,6.26,0.15
GBP/USD,V2_b2_c4,11,6,5,0.5455,9.14,0.09,1.29,6.74,6.26,0.15
GBP/USD,V2_b2_c5,12,7,5,0.5833,17.89,0.18,1.57,7.03,6.27,0.15
AUD/JPY,V0_b0_c0,622,61,561,0.0981,-322.12,-3.22,0.62,8.67,1.52,3.65
AUD/JPY,V0_b0_c1,165,38,127,0.2303,-337.74,-3.38,0.48,8.18,5.11,3.61
AUD/JPY,V0_b0_c2,209,43,166,0.2057,-345.41,-3.45,0.50,8.14,4.19,3.68
AUD/JPY,V0_b0_c3,254,51,203,0.2008,-314.05,-3.14,0.58,8.54,3.69,3.47
AUD/JPY,V0_b0_c4,280,56,224,0.2000,-304.05,-3.04,0.61,8.51,3.48,3.41
AUD/JPY,V0_b0_c5,301,58,243,0.1927,-284.76,-2.85,0.64,8.56,3.21,3.27
AUD/JPY,V0_b0.5_c0,622,61,561,0.0981,-322.12,-3.22,0.62,8.67,1.52,3.65
AUD/JPY,V0_b0.5_c1,165,38,127,0.2303,-337.74,-3.38,0.48,8.18,5.11,3.61
AUD/JPY,V0_b0.5_c2,209,43,166,0.2057,-345.41,-3.45,0.50,8.14,4.19,3.68
AUD/JPY,V0_b0.5_c3,254,51,203,0.2008,-314.05,-3.14,0.58,8.54,3.69,3.47
AUD/JPY,V0_b0.5_c4,280,56,224,0.2000,-304.05,-3.04,0.61,8.51,3.48,3.41
AUD/JPY,V0_b0.5_c5,301,58,243,0.1927,-284.76,-2.85,0.64,8.56,3.21,3.27
AUD/JPY,V0_b1_c0,622,61,561,0.0981,-322.12,-3.22,0.62,8.67,1.52,3.65
AUD/JPY,V0_b1_c1,165,38,127,0.2303,-337.74,-3.38,0.48,8.18,5.11,3.61
AUD/JPY,V0_b1_c2,209,43,166,0.2057,-345.41,-3.45,0.50,8.14,4.19,3.68
AUD/JPY,V0_b1_c3,254,51,203,0.2008,-314.05,-3.14,0.58,8.54,3.69,3.47
AUD/JPY,V0_b1_c4,280,56,224,0.2000,-304.05,-3.04,0.61,8.51,3.48,3.41
AUD/JPY,V0_b1_c5,301,58,243,0.1927,-284.76,-2.85,0.64,8.56,3.21,3.27
AUD/JPY,V0_b2_c0,622,61,561,0.0981,-322.12,-3.22,0.62,8.67,1.52,3.65
AUD/JPY,V0_b2_c1,165,38,127,0.2303,-337.74,-3.38,0.48,8.18,5.11,3.61
AUD/JPY,V0_b2_c2,209,43,166,0.2057,-345.41,-3.45,0.50,8.14,4.19,3.68
AUD/JPY,V0_b2_c3,254,51,203,0.2008,-314.05,-3.14,0.58,8.54,3.69,3.47
AUD/JPY,V0_b2_c4,280,56,224,0.2000,-304.05,-3.04,0.61,8.51,3.48,3.41
AUD/JPY,V0_b2_c5,301,58,243,0.1927,-284.76,-2.85,0.64,8.56,3.21,3.27
AUD/JPY,V1_b0_c0,98,40,58,0.4082,-220.14,-2.20,0.63,9.41,10.29,2.97
AUD/JPY,V1_b0_c1,73,27,46,0.3699,-237.65,-2.38,0.51,9.10,10.51,2.67
AUD/JPY,V1_b0_c2,80,31,49,0.3875,-210.64,-2.11,0.58,9.24,10.15,2.68
AUD/JPY,V1_b0_c3,88,35,53,0.3977,-196.76,-1.97,0.63,9.56,10.02,2.70
AUD/JPY,V1_b0_c4,94,39,55,0.4149,-194.84,-1.95,0.65,9.41,10.22,2.72
AUD/JPY,V1_b0_c5,94,39,55,0.4149,-194.84,-1.95,0.65,9.41,10.22,2.72
AUD/JPY,V1_b0.5_c0,94,39,55,0.4149,-209.41,-2.09,0.64,9.42,10.49,2.80
AUD/JPY,V1_b0.5_c1,70,26,44,0.3714,-229.81,-2.30,0.51,9.10,10.60,2.50
AUD/JPY,V1_b0.5_c2,76,30,46,0.3947,-199.90,-2.00,0.58,9.25,10.38,2.51
AUD/JPY,V1_b0.5_c3,84,34,50,0.4048,-186.01,-1.86,0.64,9.58,10.23,2.52
AUD/JPY,V1_b0.5_c4,90,38,52,0.4222,-184.09,-1.84,0.66,9.42,10.43,2.55
AUD/JPY,V1_b0.5_c5,90,38,52,0.4222,-184.09,-1.84,0.66,9.42,10.43,2.55
AUD/JPY,V1_b1_c0,88,39,49,0.4432,-161.29,-1.61,0.69,9.15,10.57,2.38
AUD/JPY,V1_b1_c1,67,27,40,0.4030,-179.82,-1.80,0.57,8.81,10.44,2.14
AUD/JPY,V1_b1_c2,72,30,42,0.4167,-162.22,-1.62,0.62,8.88,10.20,2.15
AUD/JPY,V1_b1_c3,78,34,44,0.4359,-137.77,-1.38,0.70,9.26,10.28,2.11
AUD/JPY,V1_b1_c4,84,38,46,0.4524,-135.84,-1.36,0.72,9.14,10.50,2.13
AUD/JPY,V1_b1_c5,84,38,46,0.4524,-135.84,-1.36,0.72,9.14,10.50,2.13
AUD/JPY,V1_b2_c0,81,35,46,0.4321,-194.03,-1.94,0.60,8.34,10.57,2.27
AUD/JPY,V1_b2_c1,63,25,38,0.3968,-193.68,-1.94,0.50,7.88,10.28,2.11
AUD/JPY,V1_b2_c2,67,28,39,0.4179,-170.94,-1.71,0.57,8.06,10.17,2.04
AUD/JPY,V1_b2_c3,72,31,41,0.4306,-166.14,-1.66,0.60,8.21,10.26,1.99
AUD/JPY,V1_b2_c4,77,34,43,0.4416,-168.67,-1.69,0.63,8.31,10.49,2.01
AUD/JPY,V1_b2_c5,77,34,43,0.4416,-168.67,-1.69,0.63,8.31,10.49,2.01
AUD/JPY,V2_b0_c0,28,14,14,0.5000,-53.78,-0.54,0.67,7.65,11.49,0.84
AUD/JPY,V2_b0_c1,14,7,7,0.5000,-31.68,-0.32,0.60,6.71,11.24,0.55
AUD/JPY,V2_b0_c2,19,7,12,0.3684,-85.37,-0.85,0.35,6.70,11.02,0.98
AUD/JPY,V2_b0_c3,20,8,12,0.4000,-80.47,-0.80,0.39,6.48,11.03,0.93
AUD/JPY,V2_b0_c4,24,11,13,0.4583,-65.87,-0.66,0.54,7.12,11.09,0.79
AUD/JPY,V2_b0_c5,26,13,13,0.5000,-45.12,-0.45,0.69,7.64,11.11,0.71
AUD/JPY,V2_b0.5_c0,23,12,11,0.5217,-39.53,-0.40,0.71,8.08,12.40,0.79
AUD/JPY,V2_b0.5_c1,10,6,4,0.6000,-11.36,-0.11,0.79,7.02,13.36,0.43
AUD/JPY,V2_b0.5_c2,14,6,8,0.4286,-50.10,-0.50,0.46,7.01,11.52,0.64
AUD/JPY,V2_b0.5_c3,16,7,9,0.4375,-60.97,-0.61,0.44,6.71,12.00,0.80
AUD/JPY,V2_b0.5_c4,19,9,10,0.4737,-51.64,-0.52,0.57,7.57,11.98,0.71
AUD/JPY,V2_b0.5_c5,21,11,10,0.5238,-30.86,-0.31,0.74,8.10,12.00,0.63
AUD/JPY,V2_b1_c0,21,10,11,0.4762,-59.78,-0.60,0.56,7.64,12.38,0.79
AUD/JPY,V2_b1_c1,9,5,4,0.5556,-19.02,-0.19,0.64,6.88,13.35,0.43
AUD/JPY,V2_b1_c2,13,5,8,0.3846,-57.73,-0.58,0.37,6.87,11.51,0.71
AUD/JPY,V2_b1_c3,15,6,9,0.4000,-68.59,-0.69,0.36,6.55,11.99,0.81
AUD/JPY,V2_b1_c4,18,8,10,0.4444,-59.27,-0.59,0.50,7.56,11.97,0.72
AUD/JPY,V2_b1_c5,19,9,10,0.4737,-51.12,-0.51,0.57,7.63,11.98,0.64
AUD/JPY,V2_b2_c0,13,5,8,0.3846,-72.15,-0.72,0.29,5.97,12.75,0.82
AUD/JPY,V2_b2_c1,6,4,2,0.6667,-14.09,-0.14,0.60,5.37,17.79,0.36
AUD/JPY,V2_b2_c2,9,4,5,0.4444,-39.22,-0.39,0.35,5.37,12.14,0.56
AUD/JPY,V2_b2_c3,10,4,6,0.4000,-55.02,-0.55,0.28,5.37,12.75,0.62
AUD/JPY,V2_b2_c4,12,5,7,0.4167,-58.43,-0.58,0.34,5.97,12.61,0.68
AUD/JPY,V2_b2_c5,12,5,7,0.4167,-58.43,-0.58,0.34,5.97,12.61,0.68
NZD/USD,V0_b0_c0,392,42,350,0.1071,-299.78,-3.00,0.58,9.72,2.02,3.19
NZD/USD,V0_b0_c1,123,27,96,0.2195,-213.30,-2.13,0.55,9.73,4.96,2.27
NZD/USD,V0_b0_c2,152,31,121,0.2039,-248.77,-2.49,0.55,9.76,4.56,2.63
NZD/USD,V0_b0_c3,178,36,142,0.2022,-277.21,-2.77,0.55,9.24,4.30,2.83
NZD/USD,V0_b0_c4,190,38,152,0.2000,-286.09,-2.86,0.56,9.41,4.23,3.06
NZD/USD,V0_b0_c5,200,39,161,0.1950,-301.63,-3.02,0.55,9.45,4.16,3.21
NZD/USD,V0_b0.5_c0,392,42,350,0.1071,-299.78,-3.00,0.58,9.72,2.02,3.19
NZD/USD,V0_b0.5_c1,123,27,96,0.2195,-213.30,-2.13,0.55,9.73,4.96,2.27
NZD/USD,V0_b0.5_c2,152,31,121,0.2039,-248.77,-2.49,0.55,9.76,4.56,2.63
NZD/USD,V0_b0.5_c3,178,36,142,0.2022,-277.21,-2.77,0.55,9.24,4.30,2.83
NZD/USD,V0_b0.5_c4,190,38,152,0.2000,-286.09,-2.86,0.56,9.41,4.23,3.06
NZD/USD,V0_b0.5_c5,200,39,161,0.1950,-301.63,-3.02,0.55,9.45,4.16,3.21
NZD/USD,V0_b1_c0,392,42,350,0.1071,-299.78,-3.00,0.58,9.72,2.02,3.19
NZD/USD,V0_b1_c1,123,27,96,0.2195,-213.30,-2.13,0.55,9.73,4.96,2.27
NZD/USD,V0_b1_c2,152,31,121,0.2039,-248.77,-2.49,0.55,9.76,4.56,2.63
NZD/USD,V0_b1_c3,178,36,142,0.2022,-277.21,-2.77,0.55,9.24,4.30,2.83
NZD/USD,V0_b1_c4,190,38,152,0.2000,-286.09,-2.86,0.56,9.41,4.23,3.06
NZD/USD,V0_b1_c5,200,39,161,0.1950,-301.63,-3.02,0.55,9.45,4.16,3.21
NZD/USD,V0_b2_c0,392,42,350,0.1071,-299.78,-3.00,0.58,9.72,2.02,3.19
NZD/USD,V0_b2_c1,123,27,96,0.2195,-213.30,-2.13,0.55,9.73,4.96,2.27
NZD/USD,V0_b2_c2,152,31,121,0.2039,-248.77,-2.49,0.55,9.76,4.56,2.63
NZD/USD,V0_b2_c3,178,36,142,0.2022,-277.21,-2.77,0.55,9.24,4.30,2.83
NZD/USD,V0_b2_c4,190,38,152,0.2000,-286.09,-2.86,0.56,9.41,4.23,3.06
NZD/USD,V0_b2_c5,200,39,161,0.1950,-301.63,-3.02,0.55,9.45,4.16,3.21
NZD/USD,V1_b0_c0,74,22,52,0.2973,-229.25,-2.29,0.49,9.83,8.57,2.47
NZD/USD,V1_b0_c1,56,16,40,0.2857,-163.01,-1.63,0.50,10.17,8.14,1.75
NZD/USD,V1_b0_c2,63,17,46,0.2698,-194.64,-1.95,0.48,10.53,8.12,2.07
NZD/USD,V1_b0_c3,68,20,48,0.2941,-197.55,-1.98,0.50,9.77,8.19,2.10
NZD/USD,V1_b0_c4,70,21,49,0.3000,-201.01,-2.01,0.51,9.84,8.32,2.13
NZD/USD,V1_b0_c5,70,21,49,0.3000,-201.01,-2.01,0.51,9.84,8.32,2.13
NZD/USD,V1_b0.5_c0,69,22,47,0.3188,-173.18,-1.73,0.56,9.96,8.35,1.96
NZD/USD,V1_b0.5_c1,53,16,37,0.3019,-125.31,-1.25,0.57,10.19,7.79,1.39
NZD/USD,V1_b0.5_c2,60,17,43,0.2833,-171.02,-1.71,0.51,10.54,8.15,1.83
NZD/USD,V1_b0.5_c3,64,20,44,0.3125,-161.04,-1.61,0.55,9.78,8.11,1.73
NZD/USD,V1_b0.5_c4,66,21,45,0.3182,-164.52,-1.65,0.56,9.85,8.25,1.77
NZD/USD,V1_b0.5_c5,66,21,45,0.3182,-164.52,-1.65,0.56,9.85,8.25,1.77
NZD/USD,V1_b1_c0,62,21,41,0.3387,-109.71,-1.10,0.67,10.39,8.00,1.36
NZD/USD,V1_b1_c1,50,16,34,0.3200,-87.49,-0.87,0.65,10.20,7.37,1.01
NZD/USD,V1_b1_c2,55,17,38,0.3091,-115.20,-1.15,0.61,10.57,7.76,1.29
NZD/USD,V1_b1_c3,59,19,40,0.3220,-126.47,-1.26,0.61,10.22,8.02,1.40
NZD/USD,V1_b1_c4,60,20,40,0.3333,-115.04,-1.15,0.64,10.29,8.02,1.29
NZD/USD,V1_b1_c5,60,20,40,0.3333,-115.04,-1.15,0.64,10.29,8.02,1.29
NZD/USD,V1_b2_c0,54,18,36,0.3333,-99.45,-0.99,0.66,10.63,8.08,1.21
NZD/USD,V1_b2_c1,43,14,29,0.3256,-59.78,-0.60,0.71,10.64,7.20,0.81
NZD/USD,V1_b2_c2,47,15,32,0.3191,-74.48,-0.74,0.69,11.05,7.51,0.96
NZD/USD,V1_b2_c3,52,17,35,0.3269,-103.63,-1.04,0.63,10.58,8.10,1.25
NZD/USD,V1_b2_c4,53,18,35,0.3396,-92.17,-0.92,0.68,10.64,8.10,1.13
NZD/USD,V1_b2_c5,53,18,35,0.3396,-92.17,-0.92,0.68,10.64,8.10,1.13
NZD/USD,V2_b0_c0,31,11,20,0.3548,-98.80,-0.99,0.55,10.97,10.98,1.14
NZD/USD,V2_b0_c1,15,6,9,0.4000,-15.41,-0.15,0.81,11.29,9.24,0.47
NZD/USD,V2_b0_c2,20,7,13,0.3500,-52.24,-0.52,0.60,11.39,10.15,0.72
NZD/USD,V2_b0_c3,23,9,14,0.3913,-46.85,-0.47,0.66,9.90,9.71,0.73
NZD/USD,V2_b0_c4,24,9,15,0.3750,-54.83,-0.55,0.62,9.89,9.59,0.81
NZD/USD,V2_b0_c5,27,9,18,0.3333,-101.79,-1.02,0.47,9.87,10.59,1.02
NZD/USD,V2_b0.5_c0,20,5,15,0.2500,-124.96,-1.25,0.34,12.84,12.61,1.25
NZD/USD,V2_b0.5_c1,10,3,7,0.3000,-42.76,-0.43,0.43,10.84,10.75,0.50
NZD/USD,V2_b0.5_c2,14,4,10,0.2857,-75.20,-0.75,0.37,11.15,11.98,0.86
NZD/USD,V2_b0.5_c3,14,4,10,0.2857,-75.20,-0.75,0.37,11.15,11.98,0.86
NZD/USD,V2_b0.5_c4,15,4,11,0.2667,-83.15,-0.83,0.35,11.14,11.61,0.94
NZD/USD,V2_b0.5_c5,18,4,14,0.2222,-129.98,-1.30,0.25,11.12,12.46,1.30
NZD/USD,V2_b1_c0,15,4,11,0.2667,-83.12,-0.83,0.39,13.07,12.31,0.83
NZD/USD,V2_b1_c1,9,3,6,0.3333,-31.89,-0.32,0.51,10.85,10.74,0.35
NZD/USD,V2_b1_c2,12,3,9,0.2500,-76.55,-0.77,0.30,10.82,12.11,0.77
NZD/USD,V2_b1_c3,12,3,9,0.2500,-76.55,-0.77,0.30,10.82,12.11,0.77
NZD/USD,V2_b1_c4,13,3,10,0.2308,-84.51,-0.85,0.28,10.81,11.69,0.85
NZD/USD,V2_b1_c5,14,3,11,0.2143,-102.89,-1.03,0.24,10.81,12.30,1.03
NZD/USD,V2_b2_c0,8,2,6,0.2500,-42.31,-0.42,0.45,17.50,12.88,0.53
NZD/USD,V2_b2_c1,2,1,1,0.5000,9.12,0.09,2.50,15.18,6.06,0.06
NZD/USD,V2_b2_c2,5,1,4,0.2000,-35.72,-0.36,0.30,15.13,12.71,0.42
NZD/USD,V2_b2_c3,5,1,4,0.2000,-35.72,-0.36,0.30,15.13,12.71,0.42
NZD/USD,V2_b2_c4,6,1,5,0.1667,-43.71,-0.44,0.26,15.12,11.76,0.50
NZD/USD,V2_b2_c5,7,1,6,0.1429,-62.17,-0.62,0.20,15.12,12.88,0.62
EUR/CHF,V0_b0_c0,326,35,291,0.1074,-122.61,-1.23,0.55,4.30,0.94,1.37
EUR/CHF,V0_b0_c1,117,26,91,0.2222,-116.46,-1.16,0.47,4.03,2.43,1.29
EUR/CHF,V0_b0_c2,147,26,121,0.1769,-154.02,-1.54,0.40,4.02,2.14,1.67
EUR/CHF,V0_b0_c3,175,30,145,0.1714,-137.54,-1.38,0.47,4.13,1.80,1.52
EUR/CHF,V0_b0_c4,190,33,157,0.1737,-132.05,-1.32,0.52,4.26,1.74,1.47
EUR/CHF,V0_b0_c5,202,35,167,0.1733,-121.99,-1.22,0.55,4.32,1.64,1.37
EUR/CHF,V0_b0.5_c0,326,35,291,0.1074,-122.61,-1.23,0.55,4.30,0.94,1.37
EUR/CHF,V0_b0.5_c1,117,26,91,0.2222,-116.46,-1.16,0.47,4.03,2.43,1.29
EUR/CHF,V0_b0.5_c2,147,26,121,0.1769,-154.02,-1.54,0.40,4.02,2.14,1.67
EUR/CHF,V0_b0.5_c3,175,30,145,0.1714,-137.54,-1.38,0.47,4.13,1.80,1.52
EUR/CHF,V0_b0.5_c4,190,33,157,0.1737,-132.05,-1.32,0.52,4.26,1.74,1.47
EUR/CHF,V0_b0.5_c5,202,35,167,0.1733,-121.99,-1.22,0.55,4.32,1.64,1.37
EUR/CHF,V0_b1_c0,326,35,291,0.1074,-122.61,-1.23,0.55,4.30,0.94,1.37
EUR/CHF,V0_b1_c1,117,26,91,0.2222,-116.46,-1.16,0.47,4.03,2.43,1.29
EUR/CHF,V0_b1_c2,147,26,121,0.1769,-154.02,-1.54,0.40,4.02,2.14,1.67
EUR/CHF,V0_b1_c3,175,30,145,0.1714,-137.54,-1.38,0.47,4.13,1.80,1.52
EUR/CHF,V0_b1_c4,190,33,157,0.1737,-132.05,-1.32,0.52,4.26,1.74,1.47
EUR/CHF,V0_b1_c5,202,35,167,0.1733,-121.99,-1.22,0.55,4.32,1.64,1.37
EUR/CHF,V0_b2_c0,326,35,291,0.1074,-122.61,-1.23,0.55,4.30,0.94,1.37
EUR/CHF,V0_b2_c1,117,26,91,0.2222,-116.46,-1.16,0.47,4.03,2.43,1.29
EUR/CHF,V0_b2_c2,147,26,121,0.1769,-154.02,-1.54,0.40,4.02,2.14,1.67
EUR/CHF,V0_b2_c3,175,30,145,0.1714,-137.54,-1.38,0.47,4.13,1.80,1.52
EUR/CHF,V0_b2_c4,190,33,157,0.1737,-132.05,-1.32,0.52,4.26,1.74,1.47
EUR/CHF,V0_b2_c5,202,35,167,0.1733,-121.99,-1.22,0.55,4.32,1.64,1.37
EUR/CHF,V1_b0_c0,58,22,36,0.3793,-92.24,-0.92,0.49,4.09,5.06,1.05
EUR/CHF,V1_b0_c1,54,20,34,0.3704,-100.20,-1.00,0.43,3.83,5.20,1.13
EUR/CHF,V1_b0_c2,54,20,34,0.3704,-100.20,-1.00,0.43,3.83,5.20,1.13
EUR/CHF,V1_b0_c3,56,20,36,0.3571,-105.41,-1.05,0.42,3.83,5.06,1.18
EUR/CHF,V1_b0_c4,57,21,36,0.3684,-102.12,-1.02,0.44,3.81,5.06,1.15
EUR/CHF,V1_b0_c5,58,22,36,0.3793,-92.24,-0.92,0.49,4.09,5.06,1.05
EUR/CHF,V1_b0.5_c0,56,22,34,0.3929,-87.45,-0.87,0.51,4.09,5.22,1.00
EUR/CHF,V1_b0.5_c1,53,20,33,0.3774,-98.18,-0.98,0.44,3.83,5.30,1.11
EUR/CHF,V1_b0.5_c2,53,20,33,0.3774,-98.18,-0.98,0.44,3.83,5.30,1.11
EUR/CHF,V1_b0.5_c3,54,20,34,0.3704,-100.63,-1.01,0.43,3.83,5.22,1.14
EUR/CHF,V1_b0.5_c4,55,21,34,0.3818,-97.34,-0.97,0.45,3.81,5.22,1.10
EUR/CHF,V1_b0.5_c5,56,22,34,0.3929,-87.45,-0.87,0.51,4.09,5.22,1.00
EUR/CHF,V1_b1_c0,51,22,29,0.4314,-70.46,-0.70,0.56,4.03,5.49,0.83
EUR/CHF,V1_b1_c1,48,19,29,0.3958,-84.41,-0.84,0.47,3.93,5.48,0.97
EUR/CHF,V1_b1_c2,48,19,29,0.3958,-84.41,-0.84,0.47,3.93,5.48,0.97
EUR/CHF,V1_b1_c3,48,19,29,0.3958,-84.41,-0.84,0.47,3.93,5.48,0.97
EUR/CHF,V1_b1_c4,50,21,29,0.4200,-80.36,-0.80,0.49,3.75,5.49,0.93
EUR/CHF,V1_b1_c5,51,22,29,0.4314,-70.46,-0.70,0.56,4.03,5.49,0.83
EUR/CHF,V1_b2_c0,43,20,23,0.4651,-49.27,-0.49,0.61,3.87,5.51,0.62
EUR/CHF,V1_b2_c1,40,17,23,0.4250,-63.24,-0.63,0.50,3.72,5.50,0.76
EUR/CHF,V1_b2_c2,40,17,23,0.4250,-63.24,-0.63,0.50,3.72,5.50,0.76
EUR/CHF,V1_b2_c3,40,17,23,0.4250,-63.24,-0.63,0.50,3.72,5.50,0.76
EUR/CHF,V1_b2_c4,42,19,23,0.4524,-59.19,-0.59,0.53,3.54,5.50,0.72
EUR/CHF,V1_b2_c5,43,20,23,0.4651,-49.27,-0.49,0.61,3.87,5.51,0.62
EUR/CHF,V2_b0_c0,17,6,11,0.3529,-39.14,-0.39,0.38,4.03,5.75,0.43
EUR/CHF,V2_b0_c1,11,3,8,0.2727,-41.23,-0.41,0.22,3.80,6.58,0.45
EUR/CHF,V2_b0_c2,13,3,10,0.2308,-47.65,-0.48,0.19,3.80,5.90,0.52
EUR/CHF,V2_b0_c3,13,3,10,0.2308,-47.65,-0.48,0.19,3.80,5.90,0.52
EUR/CHF,V2_b0_c4,15,4,11,0.2667,-46.43,-0.46,0.26,4.10,5.71,0.51
EUR/CHF,V2_b0_c5,17,6,11,0.3529,-39.14,-0.39,0.38,4.03,5.75,0.43
EUR/CHF,V2_b0.5_c0,10,3,7,0.3000,-35.26,-0.35,0.26,4.09,6.79,0.40
EUR/CHF,V2_b0.5_c1,5,0,5,0.0000,-41.08,-0.41,0.00,0.00,8.22,0.41
EUR/CHF,V2_b0.5_c2,7,0,7,0.0000,-47.50,-0.47,0.00,0.00,6.79,0.47
EUR/CHF,V2_b0.5_c3,8,1,7,0.1250,-42.99,-0.43,0.10,4.53,6.79,0.47
EUR/CHF,V2_b0.5_c4,8,1,7,0.1250,-42.99,-0.43,0.10,4.53,6.79,0.47
EUR/CHF,V2_b0.5_c5,10,3,7,0.3000,-35.26,-0.35,0.26,4.09,6.79,0.40
EUR/CHF,V2_b1_c0,7,1,6,0.1429,-28.72,-0.29,0.20,7.11,5.97,0.29
EUR/CHF,V2_b1_c1,4,0,4,0.0000,-29.49,-0.29,0.00,0.00,7.37,0.29
EUR/CHF,V2_b1_c2,5,0,5,0.0000,-33.99,-0.34,0.00,0.00,6.80,0.34
EUR/CHF,V2_b1_c3,5,0,5,0.0000,-33.99,-0.34,0.00,0.00,6.80,0.34
EUR/CHF,V2_b1_c4,5,0,5,0.0000,-33.99,-0.34,0.00,0.00,6.80,0.34
EUR/CHF,V2_b1_c5,6,1,5,0.1667,-26.89,-0.27,0.21,7.11,6.80,0.27
EUR/CHF,V2_b2_c0,3,0,3,0.0000,-9.70,-0.10,0.00,0.00,3.23,0.10
EUR/CHF,V2_b2_c1,1,0,1,0.0000,-3.36,-0.03,0.00,0.00,3.36,0.03
EUR/CHF,V2_b2_c2,2,0,2,0.0000,-7.87,-0.08,0.00,0.00,3.93,0.08
EUR/CHF,V2_b2_c3,2,0,2,0.0000,-7.87,-0.08,0.00,0.00,3.93,0.08
EUR/CHF,V2_b2_c4,2,0,2,0.0000,-7.87,-0.08,0.00,0.00,3.93,0.08
EUR/CHF,V2_b2_c5,2,0,2,0.0000,-7.87,-0.08,0.00,0.00,3.93,0.08
