pair,variant,trades,wins,losses,win_rate,total_pnl,total_pnl_pct,profit_factor,avg_win,avg_loss,max_drawdown_pct
AUD/CAD,V2_b2_c0,1,1,0,1.0000,4.22,0.04,999.00,4.22,0.00,0.00
AUD/CAD,V2_b2_c1,1,1,0,1.0000,4.22,0.04,999.00,4.22,0.00,0.00
AUD/CAD,V2_b2_c2,1,1,0,1.0000,4.22,0.04,999.00,4.22,0.00,0.00
AUD/CAD,V2_b2_c3,1,1,0,1.0000,4.22,0.04,999.00,4.22,0.00,0.00
AUD/CAD,V2_b2_c4,1,1,0,1.0000,4.22,0.04,999.00,4.22,0.00,0.00
AUD/CAD,V2_b2_c5,1,1,0,1.0000,4.22,0.04,999.00,4.22,0.00,0.00
AUD/CAD,V2R_b0_c0,0,0,0,0.0000,0.00,0.00,0.00,0.00,0.00,0.00
AUD/CAD,V2R_b0_c1,0,0,0,0.0000,0.00,0.00,0.00,0.00,0.00,0.00
AUD/CAD,V2R_b0_c2,0,0,0,0.0000,0.00,0.00,0.00,0.00,0.00,0.00
AUD/CAD,V2R_b0_c3,0,0,0,0.0000,0.00,0.00,0.00,0.00,0.00,0.00
AUD/CAD,V2R_b0_c4,0,0,0,0.0000,0.00,0.00,0.00,0.00,0.00,0.00
AUD/CAD,V2R_b0_c5,0,0,0,0.0000,0.00,0.00,0.00,0.00,0.00,0.00
AUD/CAD,V2R_b0.5_c0,0,0,0,0.0000,0.00,0.00,0.00,0.00,0.00,0.00
AUD/CAD,V2R_b0.5_c1,0,0,0,0.0000,0.00,0.00,0.00,0.00,0.00,0.00
AUD/CAD,V2R_b0.5_c2,0,0,0,0.0000,0.00,0.00,0.00,0.00,0.00,0.00
AUD/CAD,V2R_b0.5_c3,0,0,0,0.0000,0.00,0.00,0.00,0.00,0.00,0.00
AUD/CAD,V2R_b0.5_c4,0,0,0,0.0000,0.00,0.00,0.00,0.00,0.00,0.00
AUD/CAD,V2R_b0.5_c5,0,0,0,0.0000,0.00,0.00,0.00,0.00,0.00,0.00
AUD/CAD,V2R_b1_c0,0,0,0,0.0000,0.00,0.00,0.00,0.00,0.00,0.00
AUD/CAD,V2R_b1_c1,0,0,0,0.0000,0.00,0.00,0.00,0.00,0.00,0.00
AUD/CAD,V2R_b1_c2,0,0,0,0.0000,0.00,0.00,0.00,0.00,0.00,0.00
AUD/CAD,V2R_b1_c3,0,0,0,0.0000,0.00,0.00,0.00,0.00,0.00,0.00
AUD/CAD,V2R_b1_c4,0,0,0,0.0000,0.00,0.00,0.00,0.00,0.00,0.00
AUD/CAD,V2R_b1_c5,0,0,0,0.0000,0.00,0.00,0.00,0.00,0.00,0.00
AUD/CAD,V2R_b2_c0,0,0,0,0.0000,0.00,0.00,0.00,0.00,0.00,0.00
AUD/CAD,V2R_b2_c1,0,0,0,0.0000,0.00,0.00,0.00,0.00,0.00,0.00
AUD/CAD,V2R_b2_c2,0,0,0,0.0000,0.00,0.00,0.00,0.00,0.00,0.00
AUD/CAD,V2R_b2_c3,0,0,0,0.0000,0.00,0.00,0.00,0.00,0.00,0.00
AUD/CAD,V2R_b2_c4,0,0,0,0.0000,0.00,0.00,0.00,0.00,0.00,0.00
AUD/CAD,V2R_b2_c5,0,0,0,0.0000,0.00,0.00,0.00,0.00,0.00,0.00
GBP/USD,V0_b0_c0,402,29,373,0.0721,-41.21,-0.41,0.81,5.90,0.57,1.16
GBP/USD,V0_b0_c1,71,20,51,0.2817,14.69,0.15,1.13,6.47,2.25,0.56
GBP/USD,V0_b0_c2,91,21,70,0.2308,8.26,0.08,1.07,6.39,1.80,0.55
GBP/USD,V0_b0_c3,109,23,86,0.2110,6.10,0.06,1.04,6.24,1.60,0.62
GBP/USD,V0_b0_c4,123,25,98,0.2033,9.91,0.10,1.07,6.41,1.53,0.64
GBP/USD,V0_b0_c5,138,25,113,0.1812,-14.00,-0.14,0.92,6.29,1.51,0.84
GBP/USD,V0_b0.5_c0,402,29,373,0.0721,-41.21,-0.41,0.81,5.90,0.57,1.16
GBP/USD,V0_b0.5_c1,71,20,51,0.2817,14.69,0.15,1.13,6.47,2.25,0.56
GBP/USD,V0_b0.5_c2,91,21,70,0.2308,8.26,0.08,1.07,6.39,1.80,0.55
GBP/USD,V0_b0.5_c3,109,23,86,0.2110,6.10,0.06,1.04,6.24,1.60,0.62
GBP/USD,V0_b0.5_c4,123,25,98,0.2033,9.91,0.10,1.07,6.41,1.53,0.64
GBP/USD,V0_b0.5_c5,138,25,113,0.1812,-14.00,-0.14,0.92,6.29,1.51,0.84
GBP/USD,V0_b1_c0,402,29,373,0.0721,-41.21,-0.41,0.81,5.90,0.57,1.16
GBP/USD,V0_b1_c1,71,20,51,0.2817,14.69,0.15,1.13,6.47,2.25,0.56
GBP/USD,V0_b1_c2,91,21,70,0.2308,8.26,0.08,1.07,6.39,1.80,0.55
GBP/USD,V0_b1_c3,109,23,86,0.2110,6.10,0.06,1.04,6.24,1.60,0.62
GBP/USD,V0_b1_c4,123,25,98,0.2033,9.91,0.10,1.07,6.41,1.53,0.64
GBP/USD,V0_b1_c5,138,25,113,0.1812,-14.00,-0.14,0.92,6.29,1.51,0.84
GBP/USD,V0_b2_c0,402,29,373,0.0721,-41.21,-0.41,0.81,5.90,0.57,1.16
GBP/USD,V0_b2_c1,71,20,51,0.2817,14.69,0.15,1.13,6.47,2.25,0.56
GBP/USD,V0_b2_c2,91,21,70,0.2308,8.26,0.08,1.07,6.39,1.80,0.55
GBP/USD,V0_b2_c3,109,23,86,0.2110,6.10,0.06,1.04,6.24,1.60,0.62
GBP/USD,V0_b2_c4,123,25,98,0.2033,9.91,0.10,1.07,6.41,1.53,0.64
GBP/USD,V0_b2_c5,138,25,113,0.1812,-14.00,-0.14,0.92,6.29,1.51,0.84
GBP/USD,V1_b0_c0,36,18,18,0.5000,-3.56,-0.04,0.97,6.96,7.16,0.76
GBP/USD,V1_b0_c1,25,14,11,0.5600,5.92,0.06,1.06,6.93,8.28,0.59
GBP/USD,V1_b0_c2,25,14,11,0.5600,5.92,0.06,1.06,6.93,8.28,0.59
GBP/USD,V1_b0_c3,27,15,12,0.5556,2.83,0.03,1.03,6.78,8.25,0.67
GBP/USD,V1_b0_c4,28,16,12,0.5714,13.74,0.14,1.14,7.05,8.25,0.56
GBP/USD,V1_b0_c5,28,16,12,0.5714,13.74,0.14,1.14,7.05,8.25,0.56
GBP/USD,V1_b0.5_c0,36,18,18,0.5000,-3.56,-0.04,0.97,6.96,7.16,0.76
GBP/USD,V1_b0.5_c1,25,14,11,0.5600,5.92,0.06,1.06,6.93,8.28,0.59
GBP/USD,V1_b0.5_c2,25,14,11,0.5600,5.92,0.06,1.06,6.93,8.28,0.59
GBP/USD,V1_b0.5_c3,27,15,12,0.5556,2.83,0.03,1.03,6.78,8.25,0.67
GBP/USD,V1_b0.5_c4,28,16,12,0.5714,13.74,0.14,1.14,7.05,8.25,0.56
GBP/USD,V1_b0.5_c5,28,16,12,0.5714,13.74,0.14,1.14,7.05,8.25,0.56
GBP/USD,V1_b1_c0,35,18,17,0.5143,9.94,0.10,1.09,6.96,6.79,0.64
GBP/USD,V1_b1_c1,24,14,10,0.5833,19.44,0.19,1.25,6.93,7.75,0.47
GBP/USD,V1_b1_c2,24,14,10,0.5833,19.44,0.19,1.25,6.93,7.75,0.47
GBP/USD,V1_b1_c3,26,15,11,0.5769,16.34,0.16,1.19,6.78,7.77,0.55
GBP/USD,V1_b1_c4,27,16,11,0.5926,27.27,0.27,1.32,7.05,7.77,0.44
GBP/USD,V1_b1_c5,27,16,11,0.5926,27.27,0.27,1.32,7.05,7.77,0.44
GBP/USD,V1_b2_c0,33,17,16,0.5152,37.91,0.38,1.44,7.27,5.36,0.54
GBP/USD,V1_b2_c1,22,13,9,0.5909,31.92,0.32,1.50,7.33,7.04,0.36
GBP/USD,V1_b2_c2,22,13,9,0.5909,31.92,0.32,1.50,7.33,7.04,0.36
GBP/USD,V1_b2_c3,23,14,9,0.6087,36.71,0.37,1.58,7.15,7.04,0.36
GBP/USD,V1_b2_c4,24,15,9,0.6250,47.66,0.48,1.75,7.40,7.04,0.36
GBP/USD,V1_b2_c5,25,15,10,0.6000,47.66,0.48,1.75,7.40,6.34,0.36
GBP/USD,V2_b0_c0,16,8,8,0.5000,-44.88,-0.45,0.37,3.25,8.86,0.45
GBP/USD,V2_b0_c1,6,3,3,0.5000,-17.49,-0.17,0.42,4.28,10.11,0.19
GBP/USD,V2_b0_c2,9,4,5,0.4444,-28.25,-0.28,0.38,4.41,9.18,0.28
GBP/USD,V2_b0_c3,9,4,5,0.4444,-28.25,-0.28,0.38,4.41,9.18,0.28
GBP/USD,V2_b0_c4,9,4,5,0.4444,-28.25,-0.28,0.38,4.41,9.18,0.28
GBP/USD,V2_b0_c5,11,4,7,0.3636,-49.25,-0.49,0.26,4.41,9.55,0.49
GBP/USD,V2_b0.5_c0,14,7,7,0.5000,-44.16,-0.44,0.35,3.44,9.74,0.45
GBP/USD,V2_b0.5_c1,5,2,3,0.4000,-19.43,-0.19,0.36,5.45,10.11,0.19
GBP/USD,V2_b0.5_c2,7,3,4,0.4286,-27.52,-0.28,0.36,5.24,10.81,0.28
GBP/USD,V2_b0.5_c3,7,3,4,0.4286,-27.52,-0.28,0.36,5.24,10.81,0.28
GBP/USD,V2_b0.5_c4,7,3,4,0.4286,-27.52,-0.28,0.36,5.24,10.81,0.28
GBP/USD,V2_b0.5_c5,9,3,6,0.3333,-48.52,-0.49,0.24,5.23,10.70,0.49
GBP/USD,V2_b1_c0,11,6,5,0.5455,-17.87,-0.18,0.56,3.73,8.05,0.19
GBP/USD,V2_b1_c1,4,2,2,0.5000,-8.03,-0.08,0.58,5.45,9.46,0.19
GBP/USD,V2_b1_c2,6,3,3,0.5000,-16.14,-0.16,0.49,5.24,10.62,0.19
GBP/USD,V2_b1_c3,6,3,3,0.5000,-16.14,-0.16,0.49,5.24,10.62,0.19
GBP/USD,V2_b1_c4,6,3,3,0.5000,-16.14,-0.16,0.49,5.24,10.62,0.19
GBP/USD,V2_b1_c5,7,3,4,0.4286,-20.54,-0.21,0.43,5.24,9.06,0.23
GBP/USD,V2_b2_c0,5,1,4,0.2000,-31.80,-0.32,0.11,4.02,8.95,0.36
GBP/USD,V2_b2_c1,2,0,2,0.0000,-18.93,-0.19,0.00,0.00,9.46,0.19
GBP/USD,V2_b2_c2,3,0,3,0.0000,-31.83,-0.32,0.00,0.00,10.61,0.32
GBP/USD,V2_b2_c3,3,0,3,0.0000,-31.83,-0.32,0.00,0.00,10.61,0.32
GBP/USD,V2_b2_c4,3,0,3,0.0000,-31.83,-0.32,0.00,0.00,10.61,0.32
GBP/USD,V2_b2_c5,3,0,3,0.0000,-31.83,-0.32,0.00,0.00,10.61,0.32
GBP/USD,V2R_b0_c0,0,0,0,0.0000,0.00,0.00,0.00,0.00,0.00,0.00
GBP/USD,V2R_b0_c1,0,0,0,0.0000,0.00,0.00,0.00,0.00,0.00,0.00
GBP/USD,V2R_b0_c2,0,0,0,0.0000,0.00,0.00,0.00,0.00,0.00,0.00
GBP/USD,V2R_b0_c3,0,0,0,0.0000,0.00,0.00,0.00,0.00,0.00,0.00
GBP/USD,V2R_b0_c4,0,0,0,0.0000,0.00,0.00,0.00,0.00,0.00,0.00
GBP/USD,V2R_b0_c5,0,0,0,0.0000,0.00,0.00,0.00,0.00,0.00,0.00
GBP/USD,V2R_b0.5_c0,0,0,0,0.0000,0.00,0.00,0.00,0.00,0.00,0.00
GBP/USD,V2R_b0.5_c1,0,0,0,0.0000,0.00,0.00,0.00,0.00,0.00,0.00
GBP/USD,V2R_b0.5_c2,0,0,0,0.0000,0.00,0.00,0.00,0.00,0.00,0.00
GBP/USD,V2R_b0.5_c3,0,0,0,0.0000,0.00,0.00,0.00,0.00,0.00,0.00
GBP/USD,V2R_b0.5_c4,0,0,0,0.0000,0.00,0.00,0.00,0.00,0.00,0.00
GBP/USD,V2R_b0.5_c5,0,0,0,0.0000,0.00,0.00,0.00,0.00,0.00,0.00
GBP/USD,V2R_b1_c0,0,0,0,0.0000,0.00,0.00,0.00,0.00,0.00,0.00
GBP/USD,V2R_b1_c1,0,0,0,0.0000,0.00,0.00,0.00,0.00,0.00,0.00
GBP/USD,V2R_b1_c2,0,0,0,0.0000,0.00,0.00,0.00,0.00,0.00,0.00
GBP/USD,V2R_b1_c3,0,0,0,0.0000,0.00,0.00,0.00,0.00,0.00,0.00
GBP/USD,V2R_b1_c4,0,0,0,0.0000,0.00,0.00,0.00,0.00,0.00,0.00
GBP/USD,V2R_b1_c5,0,0,0,0.0000,0.00,0.00,0.00,0.00,0.00,0.00
GBP/USD,V2R_b2_c0,0,0,0,0.0000,0.00,0.00,0.00,0.00,0.00,0.00
GBP/USD,V2R_b2_c1,0,0,0,0.0000,0.00,0.00,0.00,0.00,0.00,0.00
GBP/USD,V2R_b2_c2,0,0,0,0.0000,0.00,0.00,0.00,0.00,0.00,0.00
GBP/USD,V2R_b2_c3,0,0,0,0.0000,0.00,0.00,0.00,0.00,0.00,0.00
GBP/USD,V2R_b2_c4,0,0,0,0.0000,0.00,0.00,0.00,0.00,0.00,0.00
GBP/USD,V2R_b2_c5,0,0,0,0.0000,0.00,0.00,0.00,0.00,0.00,0.00
EUR/CAD,V0_b0_c0,8,3,5,0.3750,-44.06,-0.44,0.25,4.99,11.81,0.46
EUR/CAD,V0_b0_c1,6,2,4,0.3333,-41.60,-0.42,0.22,5.74,13.27,0.42
EUR/CAD,V0_b0_c2,7,2,5,0.2857,-47.55,-0.48,0.19,5.73,11.80,0.48
EUR/CAD,V0_b0_c3,7,2,5,0.2857,-47.55,-0.48,0.19,5.73,11.80,0.48
EUR/CAD,V0_b0_c4,7,2,5,0.2857,-47.55,-0.48,0.19,5.73,11.80,0.48
EUR/CAD,V0_b0_c5,7,2,5,0.2857,-47.55,-0.48,0.19,5.73,11.80,0.48
EUR/CAD,V0_b0.5_c0,8,3,5,0.3750,-44.06,-0.44,0.25,4.99,11.81,0.46
EUR/CAD,V0_b0.5_c1,6,2,4,0.3333,-41.60,-0.42,0.22,5.74,13.27,0.42
EUR/CAD,V0_b0.5_c2,7,2,5,0.2857,-47.55,-0.48,0.19,5.73,11.80,0.48
EUR/CAD,V0_b0.5_c3,7,2,5,0.2857,-47.55,-0.48,0.19,5.73,11.80,0.48
EUR/CAD,V0_b0.5_c4,7,2,5,0.2857,-47.55,-0.48,0.19,5.73,11.80,0.48
EUR/CAD,V0_b0.5_c5,7,2,5,0.2857,-47.55,-0.48,0.19,5.73,11.80,0.48
EUR/CAD,V0_b1_c0,8,3,5,0.3750,-44.06,-0.44,0.25,4.99,11.81,0.46
EUR/CAD,V0_b1_c1,6,2,4,0.3333,-41.60,-0.42,0.22,5.74,13.27,0.42
EUR/CAD,V0_b1_c2,7,2,5,0.2857,-47.55,-0.48,0.19,5.73,11.80,0.48
EUR/CAD,V0_b1_c3,7,2,5,0.2857,-47.55,-0.48,0.19,5.73,11.80,0.48
EUR/CAD,V0_b1_c4,7,2,5,0.2857,-47.55,-0.48,0.19,5.73,11.80,0.48
EUR/CAD,V0_b1_c5,7,2,5,0.2857,-47.55,-0.48,0.19,5.73,11.80,0.48
EUR/CAD,V0_b2_c0,8,3,5,0.3750,-44.06,-0.44,0.25,4.99,11.81,0.46
EUR/CAD,V0_b2_c1,6,2,4,0.3333,-41.60,-0.42,0.22,5.74,13.27,0.42
EUR/CAD,V0_b2_c2,7,2,5,0.2857,-47.55,-0.48,0.19,5.73,11.80,0.48
EUR/CAD,V0_b2_c3,7,2,5,0.2857,-47.55,-0.48,0.19,5.73,11.80,0.48
EUR/CAD,V0_b2_c4,7,2,5,0.2857,-47.55,-0.48,0.19,5.73,11.80,0.48
EUR/CAD,V0_b2_c5,7,2,5,0.2857,-47.55,-0.48,0.19,5.73,11.80,0.48
EUR/CAD,V1_b0_c0,4,1,3,0.2500,-16.59,-0.17,0.38,9.97,8.85,0.27
EUR/CAD,V1_b0_c1,3,1,2,0.3333,-10.62,-0.11,0.48,9.98,10.30,0.21
EUR/CAD,V1_b0_c2,4,1,3,0.2500,-16.59,-0.17,0.38,9.97,8.85,0.27
EUR/CAD,V1_b0_c3,4,1,3,0.2500,-16.59,-0.17,0.38,9.97,8.85,0.27
EUR/CAD,V1_b0_c4,4,1,3,0.2500,-16.59,-0.17,0.38,9.97,8.85,0.27
EUR/CAD,V1_b0_c5,4,1,3,0.2500,-16.59,-0.17,0.38,9.97,8.85,0.27
EUR/CAD,V1_b0.5_c0,4,1,3,0.2500,-16.59,-0.17,0.38,9.97,8.85,0.27
EUR/CAD,V1_b0.5_c1,3,1,2,0.3333,-10.62,-0.11,0.48,9.98,10.30,0.21
EUR/CAD,V1_b0.5_c2,4,1,3,0.2500,-16.59,-0.17,0.38,9.97,8.85,0.27
EUR/CAD,V1_b0.5_c3,4,1,3,0.2500,-16.59,-0.17,0.38,9.97,8.85,0.27
EUR/CAD,V1_b0.5_c4,4,1,3,0.2500,-16.59,-0.17,0.38,9.97,8.85,0.27
EUR/CAD,V1_b0.5_c5,4,1,3,0.2500,-16.59,-0.17,0.38,9.97,8.85,0.27
EUR/CAD,V1_b1_c0,4,1,3,0.2500,-16.59,-0.17,0.38,9.97,8.85,0.27
EUR/CAD,V1_b1_c1,3,1,2,0.3333,-10.62,-0.11,0.48,9.98,10.30,0.21
EUR/CAD,V1_b1_c2,4,1,3,0.2500,-16.59,-0.17,0.38,9.97,8.85,0.27
EUR/CAD,V1_b1_c3,4,1,3,0.2500,-16.59,-0.17,0.38,9.97,8.85,0.27
EUR/CAD,V1_b1_c4,4,1,3,0.2500,-16.59,-0.17,0.38,9.97,8.85,0.27
EUR/CAD,V1_b1_c5,4,1,3,0.2500,-16.59,-0.17,0.38,9.97,8.85,0.27
EUR/CAD,V1_b2_c0,4,1,3,0.2500,-16.59,-0.17,0.38,9.97,8.85,0.27
EUR/CAD,V1_b2_c1,3,1,2,0.3333,-10.62,-0.11,0.48,9.98,10.30,0.21
EUR/CAD,V1_b2_c2,4,1,3,0.2500,-16.59,-0.17,0.38,9.97,8.85,0.27
EUR/CAD,V1_b2_c3,4,1,3,0.2500,-16.59,-0.17,0.38,9.97,8.85,0.27
EUR/CAD,V1_b2_c4,4,1,3,0.2500,-16.59,-0.17,0.38,9.97,8.85,0.27
EUR/CAD,V1_b2_c5,4,1,3,0.2500,-16.59,-0.17,0.38,9.97,8.85,0.27
EUR/CAD,V2_b0_c0,2,1,1,0.5000,3.85,0.04,1.64,9.88,6.03,0.06
EUR/CAD,V2_b0_c1,0,0,0,0.0000,0.00,0.00,0.00,0.00,0.00,0.00
EUR/CAD,V2_b0_c2,1,1,0,1.0000,9.88,0.10,999.00,9.88,0.00,0.00
EUR/CAD,V2_b0_c3,2,1,1,0.5000,3.85,0.04,1.64,9.88,6.03,0.06
EUR/CAD,V2_b0_c4,2,1,1,0.5000,3.85,0.04,1.64,9.88,6.03,0.06
EUR/CAD,V2_b0_c5,2,1,1,0.5000,3.85,0.04,1.64,9.88,6.03,0.06
EUR/CAD,V2_b0.5_c0,2,1,1,0.5000,3.85,0.04,1.64,9.88,6.03,0.06
EUR/CAD,V2_b0.5_c1,0,0,0,0.0000,0.00,0.00,0.00,0.00,0.00,0.00
EUR/CAD,V2_b0.5_c2,1,1,0,1.0000,9.88,0.10,999.00,9.88,0.00,0.00
EUR/CAD,V2_b0.5_c3,2,1,1,0.5000,3.85,0.04,1.64,9.88,6.03,0.06
EUR/CAD,V2_b0.5_c4,2,1,1,0.5000,3.85,0.04,1.64,9.88,6.03,0.06
EUR/CAD,V2_b0.5_c5,2,1,1,0.5000,3.85,0.04,1.64,9.88,6.03,0.06
EUR/CAD,V2_b1_c0,1,1,0,1.0000,9.88,0.10,999.00,9.88,0.00,0.00
EUR/CAD,V2_b1_c1,0,0,0,0.0000,0.00,0.00,0.00,0.00,0.00,0.00
EUR/CAD,V2_b1_c2,1,1,0,1.0000,9.88,0.10,999.00,9.88,0.00,0.00
EUR/CAD,V2_b1_c3,1,1,0,1.0000,9.88,0.10,999.00,9.88,0.00,0.00
EUR/CAD,V2_b1_c4,1,1,0,1.0000,9.88,0.10,999.00,9.88,0.00,0.00
EUR/CAD,V2_b1_c5,1,1,0,1.0000,9.88,0.10,999.00,9.88,0.00,0.00
EUR/CAD,V2_b2_c0,1,1,0,1.0000,9.88,0.10,999.00,9.88,0.00,0.00
EUR/CAD,V2_b2_c1,0,0,0,0.0000,0.00,0.00,0.00,0.00,0.00,0.00
EUR/CAD,V2_b2_c2,1,1,0,1.0000,9.88,0.10,999.00,9.88,0.00,0.00
EUR/CAD,V2_b2_c3,1,1,0,1.0000,9.88,0.10,999.00,9.88,0.00,0.00
EUR/CAD,V2_b2_c4,1,1,0,1.0000,9.88,0.10,999.00,9.88,0.00,0.00
EUR/CAD,V2_b2_c5,1,1,0,1.0000,9.88,0.10,999.00,9.88,0.00,0.00
EUR/CAD,V2R_b0_c0,0,0,0,0.0000,0.00,0.00,0.00,0.00,0.00,0.00
EUR/CAD,V2R_b0_c1,0,0,0,0.0000,0.00,0.00,0.00,0.00,0.00,0.00
EUR/CAD,V2R_b0_c2,0,0,0,0.0000,0.00,0.00,0.00,0.00,0.00,0.00
EUR/CAD,V2R_b0_c3,0,0,0,0.0000,0.00,0.00,0.00,0.00,0.00,0.00
EUR/CAD,V2R_b0_c4,0,0,0,0.0000,0.00,0.00,0.00,0.00,0.00,0.00
EUR/CAD,V2R_b0_c5,0,0,0,0.0000,0.00,0.00,0.00,0.00,0.00,0.00
EUR/CAD,V2R_b0.5_c0,0,0,0,0.0000,0.00,0.00,0.00,0.00,0.00,0.00
EUR/CAD,V2R_b0.5_c1,0,0,0,0.0000,0.00,0.00,0.00,0.00,0.00,0.00
EUR/CAD,V2R_b0.5_c2,0,0,0,0.0000,0.00,0.00,0.00,0.00,0.00,0.00
EUR/CAD,V2R_b0.5_c3,0,0,0,0.0000,0.00,0.00,0.00,0.00,0.00,0.00
EUR/CAD,V2R_b0.5_c4,0,0,0,0.0000,0.00,0.00,0.00,0.00,0.00,0.00
EUR/CAD,V2R_b0.5_c5,0,0,0,0.0000,0.00,0.00,0.00,0.00,0.00,0.00
EUR/CAD,V2R_b1_c0,0,0,0,0.0000,0.00,0.00,0.00,0.00,0.00,0.00
EUR/CAD,V2R_b1_c1,0,0,0,0.0000,0.00,0.00,0.00,0.00,0.00,0.00
EUR/CAD,V2R_b1_c2,0,0,0,0.0000,0.00,0.00,0.00,0.00,0.00,0.00
EUR/CAD,V2R_b1_c3,0,0,0,0.0000,0.00,0.00,0.00,0.00,0.00,0.00
EUR/CAD,V2R_b1_c4,0,0,0,0.0000,0.00,0.00,0.00,0.00,0.00,0.00
EUR/CAD,V2R_b1_c5,0,0,0,0.0000,0.00,0.00,0.00,0.00,0.00,0.00
EUR/CAD,V2R_b2_c0,0,0,0,0.0000,0.00,0.00,0.00,0.00,0.00,0.00
EUR/CAD,V2R_b2_c1,0,0,0,0.0000,0.00,0.00,0.00,0.00,0.00,0.00
EUR/CAD,V2R_b2_c2,0,0,0,0.0000,0.00,0.00,0.00,0.00,0.00,0.00
EUR/CAD,V2R_b2_c3,0,0,0,0.0000,0.00,0.00,0.00,0.00,0.00,0.00
EUR/CAD,V2R_b2_c4,0,0,0,0.0000,0.00,0.00,0.00,0.00,0.00,0.00
EUR/CAD,V2R_b2_c5,0,0,0,0.0000,0.00,0.00,0.00,0.00,0.00,0.00
AUD/JPY,V0_b0_c0,480,37,443,0.0771,-199.75,-2.00,0.58,7.52,1.08,2.29
AUD/JPY,V0_b0_c1,110,26,84,0.2364,-114.97,-1.15,0.63,7.51,3.69,1.55
AUD/JPY,V0_b0_c2,141,27,114,0.1915,-152.73,-1.53,0.56,7.34,3.08,1.85
AUD/JPY,V0_b0_c3,173,31,142,0.1792,-164.88,-1.65,0.58,7.24,2.74,1.97
AUD/JPY,V0_b0_c4,192,34,158,0.1771,-156.44,-1.56,0.61,7.32,2.57,1.86
AUD/JPY,V0_b0_c5,206,34,172,0.1650,-156.44,-1.56,0.61,7.32,2.36,1.86
AUD/JPY,V0_b0.5_c0,480,37,443,0.0771,-199.75,-2.00,0.58,7.52,1.08,2.29
AUD/JPY,V0_b0.5_c1,110,26,84,0.2364,-114.97,-1.15,0.63,7.51,3.69,1.55
AUD/JPY,V0_b0.5_c2,141,27,114,0.1915,-152.73,-1.53,0.56,7.34,3.08,1.85
AUD/JPY,V0_b0.5_c3,173,31,142,0.1792,-164.88,-1.65,0.58,7.24,2.74,1.97
AUD/JPY,V0_b0.5_c4,192,34,158,0.1771,-156.44,-1.56,0.61,7.32,2.57,1.86
AUD/JPY,V0_b0.5_c5,206,34,172,0.1650,-156.44,-1.56,0.61,7.32,2.36,1.86
AUD/JPY,V0_b1_c0,480,37,443,0.0771,-199.75,-2.00,0.58,7.52,1.08,2.29
AUD/JPY,V0_b1_c1,110,26,84,0.2364,-114.97,-1.15,0.63,7.51,3.69,1.55
AUD/JPY,V0_b1_c2,141,27,114,0.1915,-152.73,-1.53,0.56,7.34,3.08,1.85
AUD/JPY,V0_b1_c3,173,31,142,0.1792,-164.88,-1.65,0.58,7.24,2.74,1.97
AUD/JPY,V0_b1_c4,192,34,158,0.1771,-156.44,-1.56,0.61,7.32,2.57,1.86
AUD/JPY,V0_b1_c5,206,34,172,0.1650,-156.44,-1.56,0.61,7.32,2.36,1.86
AUD/JPY,V0_b2_c0,480,37,443,0.0771,-199.75,-2.00,0.58,7.52,1.08,2.29
AUD/JPY,V0_b2_c1,110,26,84,0.2364,-114.97,-1.15,0.63,7.51,3.69,1.55
AUD/JPY,V0_b2_c2,141,27,114,0.1915,-152.73,-1.53,0.56,7.34,3.08,1.85
AUD/JPY,V0_b2_c3,173,31,142,0.1792,-164.88,-1.65,0.58,7.24,2.74,1.97
AUD/JPY,V0_b2_c4,192,34,158,0.1771,-156.44,-1.56,0.61,7.32,2.57,1.86
AUD/JPY,V0_b2_c5,206,34,172,0.1650,-156.44,-1.56,0.61,7.32,2.36,1.86
AUD/JPY,V1_b0_c0,59,23,36,0.3898,-155.54,-1.56,0.57,8.91,10.02,1.87
AUD/JPY,V1_b0_c1,44,17,27,0.3864,-118.40,-1.18,0.56,8.83,9.94,1.52
AUD/JPY,V1_b0_c2,46,17,29,0.3696,-129.42,-1.29,0.54,8.83,9.64,1.63
AUD/JPY,V1_b0_c3,50,19,31,0.3800,-130.34,-1.30,0.56,8.80,9.60,1.64
AUD/JPY,V1_b0_c4,54,21,33,0.3889,-130.14,-1.30,0.59,8.75,9.51,1.62
AUD/JPY,V1_b0_c5,54,21,33,0.3889,-130.14,-1.30,0.59,8.75,9.51,1.62
AUD/JPY,V1_b0.5_c0,57,23,34,0.4035,-138.21,-1.38,0.60,8.92,10.10,1.70
AUD/JPY,V1_b0.5_c1,42,17,25,0.4048,-101.01,-1.01,0.60,8.83,10.05,1.35
AUD/JPY,V1_b0.5_c2,44,17,27,0.3864,-112.06,-1.12,0.57,8.83,9.71,1.46
AUD/JPY,V1_b0.5_c3,48,19,29,0.3958,-112.98,-1.13,0.60,8.81,9.67,1.47
AUD/JPY,V1_b0.5_c4,52,21,31,0.4038,-112.77,-1.13,0.62,8.75,9.57,1.44
AUD/JPY,V1_b0.5_c5,52,21,31,0.4038,-112.77,-1.13,0.62,8.75,9.57,1.44
AUD/JPY,V1_b1_c0,55,23,32,0.4182,-121.74,-1.22,0.63,8.92,10.22,1.53
AUD/JPY,V1_b1_c1,41,17,24,0.4146,-90.99,-0.91,0.62,8.84,10.05,1.25
AUD/JPY,V1_b1_c2,43,17,26,0.3953,-102.05,-1.02,0.60,8.84,9.70,1.36
