pair,variant,trades,wins,losses,win_rate,total_pnl,total_pnl_pct,profit_factor,avg_win,avg_loss,max_drawdown_pct
EUR/GBP,V0,38,20,18,0.5263,-21.27,-0.21,0.88,7.85,9.90,0.42
EUR/GBP,V1,33,17,16,0.5152,-25.42,-0.25,0.83,7.56,9.62,0.58
EUR/GBP,V2,19,12,7,0.6316,45.81,0.46,1.72,9.09,9.04,0.17
