pair,variant,trades,wins,losses,win_rate,total_pnl,total_pnl_pct,profit_factor,avg_win,avg_loss,max_drawdown_pct
EUR/GBP,V1_b2_c0,27,13,14,0.4815,-38.01,-0.38,0.74,8.25,10.38,0.83
EUR/GBP,V1_b2_c2,25,12,13,0.4800,-37.66,-0.38,0.72,7.95,10.24,0.71
EUR/GBP,V1_b2_c4,26,12,14,0.4615,-49.97,-0.50,0.66,7.94,10.38,0.83
EUR/GBP,V1_b2_c8,27,13,14,0.4815,-38.01,-0.38,0.74,8.25,10.38,0.83
EUR/GBP,V2_b0_c0,19,12,7,0.6316,45.81,0.46,1.72,9.09,9.04,0.17
EUR/GBP,V2_b0_c2,12,7,5,0.5833,9.97,0.10,1.20,8.60,10.04,0.17
EUR/GBP,V2_b0_c4,15,9,6,0.6000,17.58,0.18,1.29,8.69,10.11,0.18
EUR/GBP,V2_b0_c8,19,12,7,0.6316,45.81,0.46,1.72,9.09,9.04,0.17
EUR/GBP,V2_b0.5_c0,16,11,5,0.6875,71.52,0.72,3.09,9.62,6.86,0.17
EUR/GBP,V2_b0.5_c2,9,6,3,0.6667,29.96,0.30,2.16,9.29,8.60,0.14
EUR/GBP,V2_b0.5_c4,12,8,4,0.6667,42.10,0.42,2.33,9.23,7.93,0.17
EUR/GBP,V2_b0.5_c8,15,10,5,0.6667,60.65,0.61,2.77,9.49,6.85,0.17
EUR/GBP,V2_b1_c0,14,10,4,0.7143,64.07,0.64,3.04,9.55,7.85,0.14
EUR/GBP,V2_b1_c2,7,5,2,0.7143,25.36,0.25,2.26,9.09,10.05,0.14
EUR/GBP,V2_b1_c4,9,7,2,0.7778,43.43,0.43,3.16,9.08,10.06,0.14
EUR/GBP,V2_b1_c8,13,9,4,0.6923,53.20,0.53,2.69,9.40,7.85,0.14
EUR/GBP,V2_b2_c0,7,5,2,0.7143,41.67,0.42,6.09,9.97,4.10,0.08
EUR/GBP,V2_b2_c2,3,2,1,0.6667,17.14,0.17,4.02,11.40,5.67,0.06
EUR/GBP,V2_b2_c4,5,4,1,0.8000,35.19,0.35,7.21,10.21,5.67,0.06
EUR/GBP,V2_b2_c8,7,5,2,0.7143,41.67,0.42,6.09,9.97,4.10,0.08
GBP/CHF,V0_b0_c0,46,22,24,0.4783,-108.88,-1.09,0.74,13.78,17.17,1.43
GBP/CHF,V0_b0_c2,41,19,22,0.4634,-142.61,-1.43,0.65,13.69,18.30,1.91
GBP/CHF,V0_b0_c4,43,20,23,0.4651,-119.78,-1.20,0.70,14.12,17.49,1.67
GBP/CHF,V0_b0_c8,46,22,24,0.4783,-101.02,-1.01,0.75,13.79,16.85,1.35
GBP/CHF,V0_b0.5_c0,46,22,24,0.4783,-108.88,-1.09,0.74,13.78,17.17,1.43
GBP/CHF,V0_b0.5_c2,41,19,22,0.4634,-142.61,-1.43,0.65,13.69,18.30,1.91
GBP/CHF,V0_b0.5_c4,43,20,23,0.4651,-119.78,-1.20,0.70,14.12,17.49,1.67
GBP/CHF,V0_b0.5_c8,46,22,24,0.4783,-101.02,-1.01,0.75,13.79,16.85,1.35
GBP/CHF,V0_b1_c0,46,22,24,0.4783,-108.88,-1.09,0.74,13.78,17.17,1.43
GBP/CHF,V0_b1_c2,41,19,22,0.4634,-142.61,-1.43,0.65,13.69,18.30,1.91
GBP/CHF,V0_b1_c4,43,20,23,0.4651,-119.78,-1.20,0.70,14.12,17.49,1.67
GBP/CHF,V0_b1_c8,46,22,24,0.4783,-101.02,-1.01,0.75,13.79,16.85,1.35
GBP/CHF,V0_b2_c0,46,22,24,0.4783,-108.88,-1.09,0.74,13.78,17.17,1.43
GBP/CHF,V0_b2_c2,41,19,22,0.4634,-142.61,-1.43,0.65,13.69,18.30,1.91
GBP/CHF,V0_b2_c4,43,20,23,0.4651,-119.78,-1.20,0.70,14.12,17.49,1.67
GBP/CHF,V0_b2_c8,46,22,24,0.4783,-101.02,-1.01,0.75,13.79,16.85,1.35
GBP/CHF,V1_b0_c0,33,20,13,0.6061,84.09,0.84,1.39,14.85,16.38,1.11
GBP/CHF,V1_b0_c2,29,16,13,0.5517,19.97,0.20,1.09,14.68,16.54,1.52
GBP/CHF,V1_b0_c4,31,18,13,0.5806,59.19,0.59,1.28,15.10,16.35,1.30
GBP/CHF,V1_b0_c8,33,20,13,0.6061,84.09,0.84,1.39,14.85,16.38,1.11
GBP/CHF,V1_b0.5_c0,33,21,12,0.6364,109.85,1.10,1.57,14.33,15.92,1.11
GBP/CHF,V1_b0.5_c2,29,17,12,0.5862,45.85,0.46,1.24,14.05,16.08,1.51
GBP/CHF,V1_b0.5_c4,31,19,12,0.6129,84.88,0.85,1.44,14.51,15.90,1.30
GBP/CHF,V1_b0.5_c8,33,21,12,0.6364,109.85,1.10,1.57,14.33,15.92,1.11
GBP/CHF,V1_b1_c0,30,19,11,0.6333,93.92,0.94,1.56,13.83,15.35,1.09
GBP/CHF,V1_b1_c2,27,16,11,0.5926,49.65,0.50,1.29,13.79,15.54,1.29
GBP/CHF,V1_b1_c4,28,17,11,0.6071,69.00,0.69,1.41,13.98,15.34,1.27
GBP/CHF,V1_b1_c8,30,19,11,0.6333,93.92,0.94,1.56,13.83,15.35,1.09
GBP/CHF,V1_b2_c0,29,18,11,0.6207,80.64,0.81,1.48,13.86,15.35,1.09
GBP/CHF,V1_b2_c2,25,14,11,0.5600,19.56,0.20,1.11,13.61,15.54,1.29
GBP/CHF,V1_b2_c4,27,16,11,0.5926,55.75,0.56,1.33,14.02,15.33,1.27
GBP/CHF,V1_b2_c8,29,18,11,0.6207,80.64,0.81,1.48,13.86,15.35,1.09
GBP/CHF,V2_b0_c0,28,14,14,0.5000,-47.49,-0.47,0.80,13.43,16.82,0.66
GBP/CHF,V2_b0_c2,21,11,10,0.5238,-27.54,-0.28,0.83,12.06,16.02,0.48
GBP/CHF,V2_b0_c4,24,13,11,0.5417,-10.53,-0.11,0.94,13.28,16.65,0.61
GBP/CHF,V2_b0_c8,27,14,13,0.5185,-38.92,-0.39,0.83,13.24,17.25,0.61
GBP/CHF,V2_b0.5_c0,28,14,14,0.5000,-46.89,-0.47,0.80,13.47,16.82,0.66
GBP/CHF,V2_b0.5_c2,20,10,10,0.5000,-43.25,-0.43,0.73,11.68,16.00,0.48
GBP/CHF,V2_b0.5_c4,24,13,11,0.5417,-9.94,-0.10,0.95,13.33,16.66,0.61
GBP/CHF,V2_b0.5_c8,27,14,13,0.5185,-38.32,-0.38,0.83,13.28,17.25,0.61
GBP/CHF,V2_b1_c0,26,13,13,0.5000,-45.61,-0.46,0.79,12.95,16.46,0.65
GBP/CHF,V2_b1_c2,19,10,9,0.5263,-21.87,-0.22,0.84,11.68,15.41,0.44
GBP/CHF,V2_b1_c4,22,12,10,0.5455,-8.65,-0.09,0.95,12.74,16.15,0.57
GBP/CHF,V2_b1_c8,25,13,12,0.5200,-37.04,-0.37,0.82,12.74,16.88,0.57
GBP/CHF,V2_b2_c0,19,7,12,0.3684,-132.50,-1.32,0.38,11.62,17.82,1.49
GBP/CHF,V2_b2_c2,14,6,8,0.4286,-79.79,-0.80,0.43,9.88,17.38,0.96
GBP/CHF,V2_b2_c4,16,7,9,0.4375,-82.90,-0.83,0.49,11.25,17.96,0.99
GBP/CHF,V2_b2_c8,18,7,11,0.3889,-124.00,-1.24,0.39,11.22,18.41,1.41
EUR/CHF,V0_b0_c0,41,19,22,0.4634,-82.75,-0.83,0.72,11.24,13.47,1.21
EUR/CHF,V0_b0_c2,34,16,18,0.4706,-100.86,-1.01,0.58,8.68,13.32,1.18
EUR/CHF,V0_b0_c4,37,17,20,0.4595,-98.63,-0.99,0.63,9.88,13.33,1.15
EUR/CHF,V0_b0_c8,38,16,22,0.4211,-128.40,-1.28,0.57,10.47,13.45,1.45
EUR/CHF,V0_b0.5_c0,41,19,22,0.4634,-82.75,-0.83,0.72,11.24,13.47,1.21
EUR/CHF,V0_b0.5_c2,34,16,18,0.4706,-100.86,-1.01,0.58,8.68,13.32,1.18
EUR/CHF,V0_b0.5_c4,37,17,20,0.4595,-98.63,-0.99,0.63,9.88,13.33,1.15
EUR/CHF,V0_b0.5_c8,38,16,22,0.4211,-128.40,-1.28,0.57,10.47,13.45,1.45
EUR/CHF,V0_b1_c0,41,19,22,0.4634,-82.75,-0.83,0.72,11.24,13.47,1.21
EUR/CHF,V0_b1_c2,34,16,18,0.4706,-100.86,-1.01,0.58,8.68,13.32,1.18
EUR/CHF,V0_b1_c4,37,17,20,0.4595,-98.63,-0.99,0.63,9.88,13.33,1.15
EUR/CHF,V0_b1_c8,38,16,22,0.4211,-128.40,-1.28,0.57,10.47,13.45,1.45
EUR/CHF,V0_b2_c0,41,19,22,0.4634,-82.75,-0.83,0.72,11.24,13.47,1.21
EUR/CHF,V0_b2_c2,34,16,18,0.4706,-100.86,-1.01,0.58,8.68,13.32,1.18
EUR/CHF,V0_b2_c4,37,17,20,0.4595,-98.63,-0.99,0.63,9.88,13.33,1.15
EUR/CHF,V0_b2_c8,38,16,22,0.4211,-128.40,-1.28,0.57,10.47,13.45,1.45
EUR/CHF,V1_b0_c0,28,16,12,0.5714,23.93,0.24,1.15,11.30,13.08,0.42
EUR/CHF,V1_b0_c2,22,11,11,0.5000,-4.56,-0.05,0.97,12.00,12.41,0.35
EUR/CHF,V1_b0_c4,24,13,11,0.5417,-1.72,-0.02,0.99,10.37,12.41,0.35
EUR/CHF,V1_b0_c8,26,14,12,0.5385,-4.53,-0.05,0.97,10.88,13.07,0.42
EUR/CHF,V1_b0.5_c0,25,14,11,0.5600,7.58,0.08,1.05,11.07,13.40,0.53
EUR/CHF,V1_b0.5_c2,19,9,10,0.4737,-20.86,-0.21,0.84,11.79,12.70,0.53
EUR/CHF,V1_b0.5_c4,21,11,10,0.5238,-18.03,-0.18,0.86,9.91,12.70,0.53
EUR/CHF,V1_b0.5_c8,23,12,11,0.5217,-20.83,-0.21,0.86,10.54,13.39,0.53
EUR/CHF,V1_b1_c0,24,13,11,0.5417,6.82,0.07,1.05,11.86,13.40,0.53
EUR/CHF,V1_b1_c2,19,9,10,0.4737,-20.86,-0.21,0.84,11.79,12.70,0.53
EUR/CHF,V1_b1_c4,20,10,10,0.5000,-18.79,-0.19,0.85,10.82,12.70,0.53
EUR/CHF,V1_b1_c8,22,11,11,0.5000,-21.60,-0.22,0.85,11.43,13.39,0.53
EUR/CHF,V1_b2_c0,20,11,9,0.5500,22.96,0.23,1.18,13.38,13.80,0.55
EUR/CHF,V1_b2_c2,16,8,8,0.5000,-2.69,-0.03,0.97,12.65,12.99,0.55
EUR/CHF,V1_b2_c4,16,8,8,0.5000,-2.69,-0.03,0.97,12.65,12.99,0.55
EUR/CHF,V1_b2_c8,18,9,9,0.5000,-5.50,-0.05,0.96,13.19,13.80,0.55
EUR/CHF,V2_b0_c0,25,9,16,0.3600,-111.84,-1.12,0.49,11.77,13.61,1.25
EUR/CHF,V2_b0_c2,17,6,11,0.3529,-88.06,-0.88,0.35,7.97,12.35,0.99
EUR/CHF,V2_b0_c4,23,9,14,0.3913,-95.13,-0.95,0.48,9.95,13.19,1.08
EUR/CHF,V2_b0_c8,23,8,15,0.3478,-105.89,-1.06,0.45,11.03,12.94,1.19
EUR/CHF,V2_b0.5_c0,23,10,13,0.4348,-108.70,-1.09,0.49,10.28,16.27,1.22
EUR/CHF,V2_b0.5_c2,14,6,8,0.4286,-86.20,-0.86,0.34,7.25,16.22,0.93
EUR/CHF,V2_b0.5_c4,20,9,11,0.4500,-100.84,-1.01,0.43,8.62,16.22,1.15
EUR/CHF,V2_b0.5_c8,21,9,12,0.4286,-102.75,-1.03,0.45,9.46,15.66,1.25
EUR/CHF,V2_b1_c0,18,5,13,0.2778,-157.09,-1.57,0.26,10.75,16.22,1.65
EUR/CHF,V2_b1_c2,11,3,8,0.2727,-113.64,-1.14,0.12,5.29,16.19,1.15
EUR/CHF,V2_b1_c4,15,5,10,0.3333,-118.75,-1.19,0.24,7.52,15.63,1.28
EUR/CHF,V2_b1_c8,16,4,12,0.2500,-151.17,-1.51,0.19,9.05,15.62,1.59
EUR/CHF,V2_b2_c0,16,4,12,0.2500,-137.13,-1.37,0.27,12.64,15.64,1.37
EUR/CHF,V2_b2_c2,11,3,8,0.2727,-108.99,-1.09,0.16,6.78,16.17,1.10
EUR/CHF,V2_b2_c4,14,4,10,0.2857,-121.65,-1.22,0.22,8.60,15.61,1.23
EUR/CHF,V2_b2_c8,15,3,12,0.2000,-154.58,-1.55,0.18,11.00,15.63,1.55
EUR/CAD,V0_b0_c0,50,21,29,0.4200,-161.56,-1.62,0.56,9.89,12.73,1.62
EUR/CAD,V0_b0_c2,38,13,25,0.3421,-166.13,-1.66,0.43,9.59,11.63,1.66
EUR/CAD,V0_b0_c4,43,16,27,0.3721,-164.33,-1.64,0.48,9.62,11.79,1.64
EUR/CAD,V0_b0_c8,48,20,28,0.4167,-154.02,-1.54,0.56,9.96,12.62,1.54
EUR/CAD,V0_b0.5_c0,50,21,29,0.4200,-161.56,-1.62,0.56,9.89,12.73,1.62
EUR/CAD,V0_b0.5_c2,38,13,25,0.3421,-166.13,-1.66,0.43,9.59,11.63,1.66
EUR/CAD,V0_b0.5_c4,43,16,27,0.3721,-164.33,-1.64,0.48,9.62,11.79,1.64
EUR/CAD,V0_b0.5_c8,48,20,28,0.4167,-154.02,-1.54,0.56,9.96,12.62,1.54
EUR/CAD,V0_b1_c0,50,21,29,0.4200,-161.56,-1.62,0.56,9.89,12.73,1.62
EUR/CAD,V0_b1_c2,38,13,25,0.3421,-166.13,-1.66,0.43,9.59,11.63,1.66
EUR/CAD,V0_b1_c4,43,16,27,0.3721,-164.33,-1.64,0.48,9.62,11.79,1.64
EUR/CAD,V0_b1_c8,48,20,28,0.4167,-154.02,-1.54,0.56,9.96,12.62,1.54
EUR/CAD,V0_b2_c0,50,21,29,0.4200,-161.56,-1.62,0.56,9.89,12.73,1.62
EUR/CAD,V0_b2_c2,38,13,25,0.3421,-166.13,-1.66,0.43,9.59,11.63,1.66
EUR/CAD,V0_b2_c4,43,16,27,0.3721,-164.33,-1.64,0.48,9.62,11.79,1.64
EUR/CAD,V0_b2_c8,48,20,28,0.4167,-154.02,-1.54,0.56,9.96,12.62,1.54
EUR/CAD,V1_b0_c0,41,17,24,0.4146,-128.19,-1.28,0.58,10.47,12.76,1.41
EUR/CAD,V1_b0_c2,31,12,19,0.3871,-111.48,-1.11,0.52,10.01,12.19,1.24
EUR/CAD,V1_b0_c4,35,14,21,0.4000,-115.84,-1.16,0.55,10.23,12.33,1.28
EUR/CAD,V1_b0_c8,39,16,23,0.4103,-130.41,-1.30,0.57,10.60,13.04,1.43
EUR/CAD,V1_b0.5_c0,40,16,24,0.4000,-137.95,-1.38,0.55,10.56,12.79,1.42
EUR/CAD,V1_b0.5_c2,30,11,19,0.3667,-121.26,-1.21,0.48,10.10,12.23,1.25
EUR/CAD,V1_b0.5_c4,34,13,21,0.3824,-125.61,-1.26,0.52,10.32,12.37,1.30
EUR/CAD,V1_b0.5_c8,38,15,23,0.3947,-140.17,-1.40,0.53,10.70,13.07,1.44
EUR/CAD,V1_b1_c0,38,14,24,0.3684,-136.51,-1.37,0.53,11.20,12.22,1.37
EUR/CAD,V1_b1_c2,30,11,19,0.3667,-121.50,-1.22,0.48,10.10,12.24,1.26
EUR/CAD,V1_b1_c4,34,13,21,0.3824,-125.86,-1.26,0.52,10.32,12.38,1.30
EUR/CAD,V1_b1_c8,37,14,23,0.3784,-130.18,-1.30,0.55,11.21,12.48,1.31
EUR/CAD,V1_b2_c0,34,14,20,0.4118,-101.72,-1.02,0.60,10.92,12.73,1.12
EUR/CAD,V1_b2_c2,26,11,15,0.4231,-86.66,-0.87,0.55,9.72,12.90,1.00
EUR/CAD,V1_b2_c4,30,13,17,0.4333,-91.03,-0.91,0.59,10.00,13.00,1.05
EUR/CAD,V1_b2_c8,33,14,19,0.4242,-95.37,-0.95,0.62,10.92,13.07,1.05
EUR/CAD,V2_b0_c0,29,17,12,0.5862,-18.15,-0.18,0.88,8.08,12.95,0.48
EUR/CAD,V2_b0_c2,20,11,9,0.5500,-26.56,-0.27,0.76,7.65,12.30,0.50
EUR/CAD,V2_b0_c4,22,12,10,0.5455,-41.43,-0.41,0.69,7.53,13.18,0.70
EUR/CAD,V2_b0_c8,26,15,11,0.5769,-29.41,-0.29,0.80,7.75,13.25,0.58
EUR/CAD,V2_b0.5_c0,28,16,12,0.5714,-33.44,-0.33,0.78,7.62,12.95,0.62
EUR/CAD,V2_b0.5_c2,19,10,9,0.5263,-41.84,-0.42,0.62,6.88,12.30,0.64
EUR/CAD,V2_b0.5_c4,21,11,10,0.5238,-56.68,-0.57,0.57,6.83,13.18,0.85
EUR/CAD,V2_b0.5_c8,25,14,11,0.5600,-44.68,-0.45,0.69,7.21,13.24,0.73
EUR/CAD,V2_b1_c0,27,15,12,0.5556,-41.54,-0.42,0.73,7.59,12.95,0.73
EUR/CAD,V2_b1_c2,18,9,9,0.5000,-49.93,-0.50,0.55,6.75,12.30,0.75
EUR/CAD,V2_b1_c4,20,10,10,0.5000,-64.76,-0.65,0.51,6.70,13.18,0.96
EUR/CAD,V2_b1_c8,24,13,11,0.5417,-52.77,-0.53,0.64,7.15,13.24,0.84
EUR/CAD,V2_b2_c0,27,15,12,0.5556,-30.93,-0.31,0.80,8.37,13.04,0.72
EUR/CAD,V2_b2_c2,17,9,8,0.5294,-36.42,-0.36,0.63,6.78,12.18,0.73
EUR/CAD,V2_b2_c4,20,10,10,0.5000,-64.77,-0.65,0.51,6.73,13.21,0.97
EUR/CAD,V2_b2_c8,24,13,11,0.5417,-42.17,-0.42,0.71,8.04,13.34,0.84
USD/CHF,V0_b0_c0,69,28,41,0.4058,-359.43,-3.59,0.52,13.84,18.22,4.28
USD/CHF,V0_b0_c2,50,20,30,0.4000,-243.33,-2.43,0.53,13.59,17.17,3.00
USD/CHF,V0_b0_c4,57,24,33,0.4211,-257.00,-2.57,0.56,13.39,17.53,3.14
USD/CHF,V0_b0_c8,63,27,36,0.4286,-274.14,-2.74,0.57,13.64,17.85,3.44
USD/CHF,V0_b0.5_c0,69,28,41,0.4058,-359.43,-3.59,0.52,13.84,18.22,4.28
USD/CHF,V0_b0.5_c2,50,20,30,0.4000,-243.33,-2.43,0.53,13.59,17.17,3.00
USD/CHF,V0_b0.5_c4,57,24,33,0.4211,-257.00,-2.57,0.56,13.39,17.53,3.14
USD/CHF,V0_b0.5_c8,63,27,36,0.4286,-274.14,-2.74,0.57,13.64,17.85,3.44
USD/CHF,V0_b1_c0,69,28,41,0.4058,-359.43,-3.59,0.52,13.84,18.22,4.28
USD/CHF,V0_b1_c2,50,20,30,0.4000,-243.33,-2.43,0.53,13.59,17.17,3.00
USD/CHF,V0_b1_c4,57,24,33,0.4211,-257.00,-2.57,0.56,13.39,17.53,3.14
USD/CHF,V0_b1_c8,63,27,36,0.4286,-274.14,-2.74,0.57,13.64,17.85,3.44
USD/CHF,V0_b2_c0,69,28,41,0.4058,-359.43,-3.59,0.52,13.84,18.22,4.28
USD/CHF,V0_b2_c2,50,20,30,0.4000,-243.33,-2.43,0.53,13.59,17.17,3.00
USD/CHF,V0_b2_c4,57,24,33,0.4211,-257.00,-2.57,0.56,13.39,17.53,3.14
USD/CHF,V0_b2_c8,63,27,36,0.4286,-274.14,-2.74,0.57,13.64,17.85,3.44
USD/CHF,V1_b0_c0,56,24,32,0.4286,-251.94,-2.52,0.56,13.57,18.05,3.44
USD/CHF,V1_b0_c2,40,18,22,0.4500,-138.71,-1.39,0.63,13.19,17.10,2.00
USD/CHF,V1_b0_c4,47,21,26,0.4468,-190.58,-1.91,0.59,13.13,17.94,2.70
USD/CHF,V1_b0_c8,52,24,28,0.4615,-183.24,-1.83,0.64,13.48,18.10,2.73
USD/CHF,V1_b0.5_c0,53,22,31,0.4151,-244.94,-2.45,0.56,13.96,17.81,3.30
USD/CHF,V1_b0.5_c2,38,16,22,0.4211,-158.82,-1.59,0.58,13.64,17.14,2.12
USD/CHF,V1_b0.5_c4,43,19,24,0.4419,-167.94,-1.68,0.61,13.54,17.72,2.40
USD/CHF,V1_b0.5_c8,49,22,27,0.4490,-176.19,-1.76,0.63,13.85,17.81,2.59
USD/CHF,V1_b1_c0,51,21,30,0.4118,-240.56,-2.41,0.55,14.05,17.85,3.14
USD/CHF,V1_b1_c2,37,15,22,0.4054,-170.79,-1.71,0.55,13.73,17.12,2.13
USD/CHF,V1_b1_c4,42,18,24,0.4286,-179.90,-1.80,0.58,13.60,17.70,2.40
USD/CHF,V1_b1_c8,47,21,26,0.4468,-171.78,-1.72,0.63,13.93,17.86,2.43
USD/CHF,V1_b2_c0,47,19,28,0.4043,-248.41,-2.48,0.51,13.75,18.20,3.12
USD/CHF,V1_b2_c2,33,13,20,0.3939,-177.01,-1.77,0.49,13.30,17.49,2.10
USD/CHF,V1_b2_c4,38,16,22,0.4211,-186.12,-1.86,0.53,13.24,18.09,2.39
USD/CHF,V1_b2_c8,42,18,24,0.4286,-197.16,-1.97,0.55,13.36,18.23,2.61
USD/CHF,V2_b0_c0,37,15,22,0.4054,-129.53,-1.30,0.65,16.33,17.03,2.18
USD/CHF,V2_b0_c2,19,5,14,0.2632,-151.62,-1.52,0.29,12.63,15.34,1.80
USD/CHF,V2_b0_c4,26,11,15,0.4231,-95.57,-0.96,0.62,14.32,16.87,1.87
USD/CHF,V2_b0_c8,32,12,20,0.3750,-180.14,-1.80,0.51,15.34,18.21,2.48
USD/CHF,V2_b0.5_c0,33,13,20,0.3939,-128.61,-1.29,0.61,15.59,16.56,1.89
USD/CHF,V2_b0.5_c2,16,4,12,0.2500,-135.41,-1.35,0.27,12.55,15.47,1.51
USD/CHF,V2_b0.5_c4,22,9,13,0.4091,-85.69,-0.86,0.57,12.79,15.44,1.49
USD/CHF,V2_b0.5_c8,27,10,17,0.3704,-141.56,-1.42,0.50,14.22,16.69,1.82
USD/CHF,V2_b1_c0,24,7,17,0.2917,-171.85,-1.72,0.38,15.05,16.31,2.26
USD/CHF,V2_b1_c2,12,2,10,0.1667,-130.11,-1.30,0.16,12.33,15.48,1.41
USD/CHF,V2_b1_c4,16,5,11,0.3125,-103.22,-1.03,0.39,13.27,15.42,1.39
USD/CHF,V2_b1_c8,19,5,14,0.2632,-164.08,-1.64,0.29,13.20,16.43,1.99
USD/CHF,V2_b2_c0,15,5,10,0.3333,-85.46,-0.85,0.50,16.79,16.94,1.49
USD/CHF,V2_b2_c2,4,2,2,0.5000,3.67,0.04,1.17,12.47,10.64,0.21
USD/CHF,V2_b2_c4,8,3,5,0.3750,-33.62,-0.34,0.57,14.86,15.64,0.78
USD/CHF,V2_b2_c8,10,3,7,0.3000,-77.63,-0.78,0.36,14.80,17.43,1.22
CHF/JPY,V0_b0_c0,79,37,42,0.4684,-168.33,-1.68,0.72,11.59,14.22,2.27
CHF/JPY,V0_b0_c2,59,24,35,0.4068,-249.44,-2.49,0.50,10.33,14.21,2.69
CHF/JPY,V0_b0_c4,67,28,39,0.4179,-265.52,-2.66,0.52,10.42,14.29,2.87
CHF/JPY,V0_b0_c8,76,35,41,0.4605,-189.69,-1.90,0.67,11.12,14.12,2.29
CHF/JPY,V0_b0.5_c0,79,37,42,0.4684,-168.33,-1.68,0.72,11.59,14.22,2.27
CHF/JPY,V0_b0.5_c2,59,24,35,0.4068,-249.44,-2.49,0.50,10.33,14.21,2.69
CHF/JPY,V0_b0.5_c4,67,28,39,0.4179,-265.52,-2.66,0.52,10.42,14.29,2.87
CHF/JPY,V0_b0.5_c8,76,35,41,0.4605,-189.69,-1.90,0.67,11.12,14.12,2.29
CHF/JPY,V0_b1_c0,79,37,42,0.4684,-168.33,-1.68,0.72,11.59,14.22,2.27
CHF/JPY,V0_b1_c2,59,24,35,0.4068,-249.44,-2.49,0.50,10.33,14.21,2.69
CHF/JPY,V0_b1_c4,67,28,39,0.4179,-265.52,-2.66,0.52,10.42,14.29,2.87
CHF/JPY,V0_b1_c8,76,35,41,0.4605,-189.69,-1.90,0.67,11.12,14.12,2.29
CHF/JPY,V0_b2_c0,79,37,42,0.4684,-168.33,-1.68,0.72,11.59,14.22,2.27
CHF/JPY,V0_b2_c2,59,24,35,0.4068,-249.44,-2.49,0.50,10.33,14.21,2.69
CHF/JPY,V0_b2_c4,67,28,39,0.4179,-265.52,-2.66,0.52,10.42,14.29,2.87
CHF/JPY,V0_b2_c8,76,35,41,0.4605,-189.69,-1.90,0.67,11.12,14.12,2.29
